respondent_id,concept,familiarity
627,Sustainability,5. I have very good knowledge of the concept
629,Sustainability,4. I know the meaning of the concept quite well
630,Sustainability,4. I know the meaning of the concept quite well
631,Sustainability,4. I know the meaning of the concept quite well
633,Sustainability,4. I know the meaning of the concept quite well
634,Sustainability,4. I know the meaning of the concept quite well
636,Sustainability,3. I know the meaning of the concept a little bit
641,Sustainability,4. I know the meaning of the concept quite well
642,Sustainability,4. I know the meaning of the concept quite well
647,Sustainability,2. I have heard of the concept but no more
650,Sustainability,5. I have very good knowledge of the concept
2,1.5 degree target,4. I know the meaning of the concept quite well
9,1.5 degree target,4. I know the meaning of the concept quite well
50,1.5 degree target,4. I know the meaning of the concept quite well
59,1.5 degree target,4. I know the meaning of the concept quite well
62,1.5 degree target,2. I have heard of the concept but no more
65,1.5 degree target,4. I know the meaning of the concept quite well
71,1.5 degree target,4. I know the meaning of the concept quite well
76,1.5 degree target,4. I know the meaning of the concept quite well
102,1.5 degree target,5. I have very good knowledge of the concept
105,1.5 degree target,4. I know the meaning of the concept quite well
139,1.5 degree target,1. I have never heard of the term at all
229,1.5 degree target,3. I know the meaning of the concept a little bit
235,1.5 degree target,1. I have never heard of the term at all
244,1.5 degree target,4. I know the meaning of the concept quite well
259,1.5 degree target,4. I know the meaning of the concept quite well
263,1.5 degree target,2. I have heard of the concept but no more
267,1.5 degree target,4. I know the meaning of the concept quite well
269,1.5 degree target,3. I know the meaning of the concept a little bit
276,1.5 degree target,2. I have heard of the concept but no more
291,1.5 degree target,1. I have never heard of the term at all
294,1.5 degree target,5. I have very good knowledge of the concept
301,1.5 degree target,5. I have very good knowledge of the concept
317,1.5 degree target,3. I know the meaning of the concept a little bit
318,1.5 degree target,1. I have never heard of the term at all
321,1.5 degree target,4. I know the meaning of the concept quite well
324,1.5 degree target,5. I have very good knowledge of the concept
325,1.5 degree target,4. I know the meaning of the concept quite well
326,1.5 degree target,4. I know the meaning of the concept quite well
328,1.5 degree target,3. I know the meaning of the concept a little bit
331,1.5 degree target,4. I know the meaning of the concept quite well
332,1.5 degree target,1. I have never heard of the term at all
333,1.5 degree target,2. I have heard of the concept but no more
335,1.5 degree target,3. I know the meaning of the concept a little bit
344,1.5 degree target,4. I know the meaning of the concept quite well
345,1.5 degree target,3. I know the meaning of the concept a little bit
349,1.5 degree target,5. I have very good knowledge of the concept
351,1.5 degree target,1. I have never heard of the term at all
361,1.5 degree target,2. I have heard of the concept but no more
370,1.5 degree target,2. I have heard of the concept but no more
374,1.5 degree target,4. I know the meaning of the concept quite well
385,1.5 degree target,4. I know the meaning of the concept quite well
386,1.5 degree target,4. I know the meaning of the concept quite well
389,1.5 degree target,4. I know the meaning of the concept quite well
394,1.5 degree target,5. I have very good knowledge of the concept
398,1.5 degree target,4. I know the meaning of the concept quite well
410,1.5 degree target,5. I have very good knowledge of the concept
411,1.5 degree target,3. I know the meaning of the concept a little bit
415,1.5 degree target,5. I have very good knowledge of the concept
419,1.5 degree target,4. I know the meaning of the concept quite well
423,1.5 degree target,3. I know the meaning of the concept a little bit
424,1.5 degree target,1. I have never heard of the term at all
433,1.5 degree target,3. I know the meaning of the concept a little bit
434,1.5 degree target,1. I have never heard of the term at all
439,1.5 degree target,2. I have heard of the concept but no more
443,1.5 degree target,3. I know the meaning of the concept a little bit
449,1.5 degree target,3. I know the meaning of the concept a little bit
452,1.5 degree target,1. I have never heard of the term at all
456,1.5 degree target,3. I know the meaning of the concept a little bit
458,1.5 degree target,4. I know the meaning of the concept quite well
460,1.5 degree target,5. I have very good knowledge of the concept
463,1.5 degree target,2. I have heard of the concept but no more
476,1.5 degree target,4. I know the meaning of the concept quite well
480,1.5 degree target,4. I know the meaning of the concept quite well
487,1.5 degree target,3. I know the meaning of the concept a little bit
488,1.5 degree target,4. I know the meaning of the concept quite well
492,1.5 degree target,3. I know the meaning of the concept a little bit
494,1.5 degree target,5. I have very good knowledge of the concept
500,1.5 degree target,4. I know the meaning of the concept quite well
504,1.5 degree target,5. I have very good knowledge of the concept
507,1.5 degree target,2. I have heard of the concept but no more
513,1.5 degree target,2. I have heard of the concept but no more
517,1.5 degree target,3. I know the meaning of the concept a little bit
518,1.5 degree target,4. I know the meaning of the concept quite well
526,1.5 degree target,1. I have never heard of the term at all
531,1.5 degree target,2. I have heard of the concept but no more
532,1.5 degree target,5. I have very good knowledge of the concept
535,1.5 degree target,4. I know the meaning of the concept quite well
541,1.5 degree target,4. I know the meaning of the concept quite well
553,1.5 degree target,1. I have never heard of the term at all
555,1.5 degree target,2. I have heard of the concept but no more
557,1.5 degree target,4. I know the meaning of the concept quite well
559,1.5 degree target,3. I know the meaning of the concept a little bit
574,1.5 degree target,1. I have never heard of the term at all
578,1.5 degree target,5. I have very good knowledge of the concept
579,1.5 degree target,4. I know the meaning of the concept quite well
581,1.5 degree target,1. I have never heard of the term at all
584,1.5 degree target,2. I have heard of the concept but no more
590,1.5 degree target,3. I know the meaning of the concept a little bit
596,1.5 degree target,1. I have never heard of the term at all
597,1.5 degree target,2. I have heard of the concept but no more
605,1.5 degree target,3. I know the meaning of the concept a little bit
607,1.5 degree target,3. I know the meaning of the concept a little bit
610,1.5 degree target,5. I have very good knowledge of the concept
612,1.5 degree target,4. I know the meaning of the concept quite well
619,1.5 degree target,2. I have heard of the concept but no more
621,1.5 degree target,3. I know the meaning of the concept a little bit
623,1.5 degree target,1. I have never heard of the term at all
625,1.5 degree target,5. I have very good knowledge of the concept
627,1.5 degree target,5. I have very good knowledge of the concept
629,1.5 degree target,4. I know the meaning of the concept quite well
630,1.5 degree target,4. I know the meaning of the concept quite well
631,1.5 degree target,4. I know the meaning of the concept quite well
633,1.5 degree target,4. I know the meaning of the concept quite well
634,1.5 degree target,1. I have never heard of the term at all
636,1.5 degree target,3. I know the meaning of the concept a little bit
642,1.5 degree target,2. I have heard of the concept but no more
647,1.5 degree target,1. I have never heard of the term at all
650,1.5 degree target,5. I have very good knowledge of the concept
2,ESG,1. I have never heard of the term at all
9,ESG,1. I have never heard of the term at all
50,ESG,1. I have never heard of the term at all
59,ESG,1. I have never heard of the term at all
62,ESG,1. I have never heard of the term at all
65,ESG,1. I have never heard of the term at all
71,ESG,1. I have never heard of the term at all
76,ESG,1. I have never heard of the term at all
102,ESG,3. I know the meaning of the concept a little bit
105,ESG,3. I know the meaning of the concept a little bit
139,ESG,1. I have never heard of the term at all
229,ESG,2. I have heard of the concept but no more
235,ESG,1. I have never heard of the term at all
244,ESG,3. I know the meaning of the concept a little bit
259,ESG,2. I have heard of the concept but no more
263,ESG,2. I have heard of the concept but no more
267,ESG,3. I know the meaning of the concept a little bit
269,ESG,3. I know the meaning of the concept a little bit
276,ESG,1. I have never heard of the term at all
291,ESG,3. I know the meaning of the concept a little bit
294,ESG,1. I have never heard of the term at all
301,ESG,3. I know the meaning of the concept a little bit
317,ESG,1. I have never heard of the term at all
318,ESG,1. I have never heard of the term at all
321,ESG,3. I know the meaning of the concept a little bit
324,ESG,1. I have never heard of the term at all
325,ESG,1. I have never heard of the term at all
326,ESG,2. I have heard of the concept but no more
328,ESG,1. I have never heard of the term at all
331,ESG,2. I have heard of the concept but no more
332,ESG,1. I have never heard of the term at all
333,ESG,1. I have never heard of the term at all
335,ESG,1. I have never heard of the term at all
345,ESG,2. I have heard of the concept but no more
349,ESG,5. I have very good knowledge of the concept
351,ESG,2. I have heard of the concept but no more
361,ESG,1. I have never heard of the term at all
370,ESG,1. I have never heard of the term at all
374,ESG,2. I have heard of the concept but no more
385,ESG,2. I have heard of the concept but no more
386,ESG,1. I have never heard of the term at all
389,ESG,1. I have never heard of the term at all
394,ESG,2. I have heard of the concept but no more
398,ESG,4. I know the meaning of the concept quite well
410,ESG,1. I have never heard of the term at all
411,ESG,3. I know the meaning of the concept a little bit
415,ESG,3. I know the meaning of the concept a little bit
419,ESG,3. I know the meaning of the concept a little bit
423,ESG,1. I have never heard of the term at all
424,ESG,1. I have never heard of the term at all
433,ESG,1. I have never heard of the term at all
434,ESG,1. I have never heard of the term at all
439,ESG,2. I have heard of the concept but no more
443,ESG,2. I have heard of the concept but no more
449,ESG,1. I have never heard of the term at all
452,ESG,1. I have never heard of the term at all
456,ESG,1. I have never heard of the term at all
458,ESG,1. I have never heard of the term at all
460,ESG,1. I have never heard of the term at all
463,ESG,2. I have heard of the concept but no more
476,ESG,3. I know the meaning of the concept a little bit
480,ESG,1. I have never heard of the term at all
487,ESG,1. I have never heard of the term at all
488,ESG,1. I have never heard of the term at all
492,ESG,1. I have never heard of the term at all
494,ESG,1. I have never heard of the term at all
500,ESG,4. I know the meaning of the concept quite well
504,ESG,1. I have never heard of the term at all
507,ESG,1. I have never heard of the term at all
513,ESG,1. I have never heard of the term at all
517,ESG,4. I know the meaning of the concept quite well
518,ESG,1. I have never heard of the term at all
526,ESG,1. I have never heard of the term at all
531,ESG,1. I have never heard of the term at all
532,ESG,3. I know the meaning of the concept a little bit
535,ESG,1. I have never heard of the term at all
541,ESG,1. I have never heard of the term at all
553,ESG,1. I have never heard of the term at all
555,ESG,1. I have never heard of the term at all
557,ESG,1. I have never heard of the term at all
559,ESG,3. I know the meaning of the concept a little bit
574,ESG,1. I have never heard of the term at all
578,ESG,1. I have never heard of the term at all
579,ESG,1. I have never heard of the term at all
581,ESG,1. I have never heard of the term at all
584,ESG,1. I have never heard of the term at all
590,ESG,1. I have never heard of the term at all
596,ESG,1. I have never heard of the term at all
597,ESG,1. I have never heard of the term at all
605,ESG,1. I have never heard of the term at all
607,ESG,1. I have never heard of the term at all
610,ESG,2. I have heard of the concept but no more
612,ESG,2. I have heard of the concept but no more
619,ESG,1. I have never heard of the term at all
621,ESG,1. I have never heard of the term at all
623,ESG,1. I have never heard of the term at all
625,ESG,1. I have never heard of the term at all
627,ESG,5. I have very good knowledge of the concept
629,ESG,1. I have never heard of the term at all
630,ESG,1. I have never heard of the term at all
631,ESG,1. I have never heard of the term at all
633,ESG,1. I have never heard of the term at all
634,ESG,1. I have never heard of the term at all
636,ESG,1. I have never heard of the term at all
641,ESG,1. I have never heard of the term at all
642,ESG,1. I have never heard of the term at all
647,ESG,1. I have never heard of the term at all
650,ESG,5. I have very good knowledge of the concept
2,Science Based Targets,3. I know the meaning of the concept a little bit
9,Science Based Targets,3. I know the meaning of the concept a little bit
50,Science Based Targets,1. I have never heard of the term at all
59,Science Based Targets,1. I have never heard of the term at all
62,Science Based Targets,3. I know the meaning of the concept a little bit
65,Science Based Targets,2. I have heard of the concept but no more
71,Science Based Targets,4. I know the meaning of the concept quite well
76,Science Based Targets,1. I have never heard of the term at all
102,Science Based Targets,4. I know the meaning of the concept quite well
105,Science Based Targets,3. I know the meaning of the concept a little bit
139,Science Based Targets,1. I have never heard of the term at all
229,Science Based Targets,1. I have never heard of the term at all
235,Science Based Targets,1. I have never heard of the term at all
244,Science Based Targets,1. I have never heard of the term at all
259,Science Based Targets,2. I have heard of the concept but no more
263,Science Based Targets,3. I know the meaning of the concept a little bit
267,Science Based Targets,4. I know the meaning of the concept quite well
269,Science Based Targets,3. I know the meaning of the concept a little bit
276,Science Based Targets,1. I have never heard of the term at all
291,Science Based Targets,1. I have never heard of the term at all
294,Science Based Targets,1. I have never heard of the term at all
301,Science Based Targets,4. I know the meaning of the concept quite well
317,Science Based Targets,1. I have never heard of the term at all
318,Science Based Targets,1. I have never heard of the term at all
321,Science Based Targets,1. I have never heard of the term at all
324,Science Based Targets,1. I have never heard of the term at all
325,Science Based Targets,1. I have never heard of the term at all
326,Science Based Targets,2. I have heard of the concept but no more
328,Science Based Targets,1. I have never heard of the term at all
331,Science Based Targets,2. I have heard of the concept but no more
332,Science Based Targets,1. I have never heard of the term at all
333,Science Based Targets,1. I have never heard of the term at all
335,Science Based Targets,1. I have never heard of the term at all
345,Science Based Targets,2. I have heard of the concept but no more
349,Science Based Targets,5. I have very good knowledge of the concept
351,Science Based Targets,1. I have never heard of the term at all
361,Science Based Targets,2. I have heard of the concept but no more
370,Science Based Targets,1. I have never heard of the term at all
374,Science Based Targets,1. I have never heard of the term at all
385,Science Based Targets,2. I have heard of the concept but no more
386,Science Based Targets,1. I have never heard of the term at all
389,Science Based Targets,1. I have never heard of the term at all
394,Science Based Targets,5. I have very good knowledge of the concept
398,Science Based Targets,4. I know the meaning of the concept quite well
410,Science Based Targets,1. I have never heard of the term at all
411,Science Based Targets,3. I know the meaning of the concept a little bit
415,Science Based Targets,3. I know the meaning of the concept a little bit
419,Science Based Targets,4. I know the meaning of the concept quite well
423,Science Based Targets,1. I have never heard of the term at all
424,Science Based Targets,3. I know the meaning of the concept a little bit
433,Science Based Targets,1. I have never heard of the term at all
434,Science Based Targets,1. I have never heard of the term at all
439,Science Based Targets,2. I have heard of the concept but no more
443,Science Based Targets,2. I have heard of the concept but no more
449,Science Based Targets,1. I have never heard of the term at all
452,Science Based Targets,1. I have never heard of the term at all
456,Science Based Targets,1. I have never heard of the term at all
458,Science Based Targets,1. I have never heard of the term at all
460,Science Based Targets,1. I have never heard of the term at all
463,Science Based Targets,2. I have heard of the concept but no more
476,Science Based Targets,2. I have heard of the concept but no more
480,Science Based Targets,1. I have never heard of the term at all
487,Science Based Targets,1. I have never heard of the term at all
488,Science Based Targets,1. I have never heard of the term at all
492,Science Based Targets,1. I have never heard of the term at all
494,Science Based Targets,1. I have never heard of the term at all
500,Science Based Targets,4. I know the meaning of the concept quite well
504,Science Based Targets,1. I have never heard of the term at all
507,Science Based Targets,1. I have never heard of the term at all
513,Science Based Targets,1. I have never heard of the term at all
517,Science Based Targets,2. I have heard of the concept but no more
518,Science Based Targets,1. I have never heard of the term at all
526,Science Based Targets,1. I have never heard of the term at all
531,Science Based Targets,1. I have never heard of the term at all
532,Science Based Targets,3. I know the meaning of the concept a little bit
535,Science Based Targets,1. I have never heard of the term at all
541,Science Based Targets,1. I have never heard of the term at all
553,Science Based Targets,1. I have never heard of the term at all
555,Science Based Targets,2. I have heard of the concept but no more
557,Science Based Targets,1. I have never heard of the term at all
559,Science Based Targets,3. I know the meaning of the concept a little bit
574,Science Based Targets,1. I have never heard of the term at all
578,Science Based Targets,1. I have never heard of the term at all
579,Science Based Targets,1. I have never heard of the term at all
581,Science Based Targets,1. I have never heard of the term at all
584,Science Based Targets,1. I have never heard of the term at all
590,Science Based Targets,1. I have never heard of the term at all
596,Science Based Targets,1. I have never heard of the term at all
597,Science Based Targets,1. I have never heard of the term at all
605,Science Based Targets,1. I have never heard of the term at all
607,Science Based Targets,1. I have never heard of the term at all
610,Science Based Targets,5. I have very good knowledge of the concept
612,Science Based Targets,1. I have never heard of the term at all
619,Science Based Targets,3. I know the meaning of the concept a little bit
621,Science Based Targets,1. I have never heard of the term at all
623,Science Based Targets,1. I have never heard of the term at all
625,Science Based Targets,1. I have never heard of the term at all
627,Science Based Targets,5. I have very good knowledge of the concept
629,Science Based Targets,1. I have never heard of the term at all
630,Science Based Targets,3. I know the meaning of the concept a little bit
631,Science Based Targets,3. I know the meaning of the concept a little bit
633,Science Based Targets,1. I have never heard of the term at all
634,Science Based Targets,3. I know the meaning of the concept a little bit
636,Science Based Targets,1. I have never heard of the term at all
641,Science Based Targets,1. I have never heard of the term at all
642,Science Based Targets,1. I have never heard of the term at all
647,Science Based Targets,5. I have very good knowledge of the concept
650,Science Based Targets,4. I know the meaning of the concept quite well
2,Governance,1. I have never heard of the term at all
9,Governance,1. I have never heard of the term at all
50,Governance,1. I have never heard of the term at all
59,Governance,1. I have never heard of the term at all
62,Governance,2. I have heard of the concept but no more
65,Governance,2. I have heard of the concept but no more
71,Governance,4. I know the meaning of the concept quite well
76,Governance,3. I know the meaning of the concept a little bit
102,Governance,4. I know the meaning of the concept quite well
105,Governance,2. I have heard of the concept but no more
139,Governance,1. I have never heard of the term at all
229,Governance,4. I know the meaning of the concept quite well
235,Governance,1. I have never heard of the term at all
244,Governance,3. I know the meaning of the concept a little bit
259,Governance,1. I have never heard of the term at all
263,Governance,2. I have heard of the concept but no more
267,Governance,5. I have very good knowledge of the concept
269,Governance,3. I know the meaning of the concept a little bit
276,Governance,4. I know the meaning of the concept quite well
291,Governance,1. I have never heard of the term at all
294,Governance,1. I have never heard of the term at all
301,Governance,4. I know the meaning of the concept quite well
317,Governance,1. I have never heard of the term at all
318,Governance,1. I have never heard of the term at all
321,Governance,2. I have heard of the concept but no more
324,Governance,1. I have never heard of the term at all
325,Governance,1. I have never heard of the term at all
326,Governance,4. I know the meaning of the concept quite well
328,Governance,1. I have never heard of the term at all
331,Governance,2. I have heard of the concept but no more
332,Governance,1. I have never heard of the term at all
333,Governance,2. I have heard of the concept but no more
335,Governance,2. I have heard of the concept but no more
345,Governance,3. I know the meaning of the concept a little bit
349,Governance,5. I have very good knowledge of the concept
351,Governance,1. I have never heard of the term at all
361,Governance,3. I know the meaning of the concept a little bit
370,Governance,1. I have never heard of the term at all
374,Governance,3. I know the meaning of the concept a little bit
385,Governance,3. I know the meaning of the concept a little bit
386,Governance,3. I know the meaning of the concept a little bit
389,Governance,2. I have heard of the concept but no more
394,Governance,3. I know the meaning of the concept a little bit
398,Governance,4. I know the meaning of the concept quite well
410,Governance,1. I have never heard of the term at all
411,Governance,3. I know the meaning of the concept a little bit
415,Governance,3. I know the meaning of the concept a little bit
419,Governance,4. I know the meaning of the concept quite well
423,Governance,2. I have heard of the concept but no more
424,Governance,1. I have never heard of the term at all
433,Governance,3. I know the meaning of the concept a little bit
434,Governance,2. I have heard of the concept but no more
439,Governance,2. I have heard of the concept but no more
443,Governance,2. I have heard of the concept but no more
449,Governance,1. I have never heard of the term at all
452,Governance,1. I have never heard of the term at all
456,Governance,1. I have never heard of the term at all
458,Governance,2. I have heard of the concept but no more
460,Governance,1. I have never heard of the term at all
463,Governance,2. I have heard of the concept but no more
476,Governance,3. I know the meaning of the concept a little bit
480,Governance,1. I have never heard of the term at all
487,Governance,1. I have never heard of the term at all
488,Governance,1. I have never heard of the term at all
492,Governance,1. I have never heard of the term at all
494,Governance,1. I have never heard of the term at all
500,Governance,4. I know the meaning of the concept quite well
504,Governance,1. I have never heard of the term at all
507,Governance,1. I have never heard of the term at all
513,Governance,1. I have never heard of the term at all
517,Governance,4. I know the meaning of the concept quite well
518,Governance,1. I have never heard of the term at all
526,Governance,1. I have never heard of the term at all
531,Governance,1. I have never heard of the term at all
532,Governance,4. I know the meaning of the concept quite well
535,Governance,3. I know the meaning of the concept a little bit
541,Governance,1. I have never heard of the term at all
553,Governance,1. I have never heard of the term at all
555,Governance,4. I know the meaning of the concept quite well
557,Governance,1. I have never heard of the term at all
559,Governance,3. I know the meaning of the concept a little bit
574,Governance,1. I have never heard of the term at all
578,Governance,1. I have never heard of the term at all
579,Governance,2. I have heard of the concept but no more
581,Governance,1. I have never heard of the term at all
584,Governance,1. I have never heard of the term at all
590,Governance,1. I have never heard of the term at all
596,Governance,2. I have heard of the concept but no more
597,Governance,1. I have never heard of the term at all
605,Governance,1. I have never heard of the term at all
607,Governance,1. I have never heard of the term at all
610,Governance,4. I know the meaning of the concept quite well
612,Governance,1. I have never heard of the term at all
619,Governance,3. I know the meaning of the concept a little bit
621,Governance,1. I have never heard of the term at all
623,Governance,1. I have never heard of the term at all
625,Governance,1. I have never heard of the term at all
627,Governance,5. I have very good knowledge of the concept
629,Governance,1. I have never heard of the term at all
630,Governance,2. I have heard of the concept but no more
631,Governance,2. I have heard of the concept but no more
633,Governance,1. I have never heard of the term at all
634,Governance,1. I have never heard of the term at all
636,Governance,1. I have never heard of the term at all
641,Governance,1. I have never heard of the term at all
642,Governance,2. I have heard of the concept but no more
647,Governance,1. I have never heard of the term at all
650,Governance,5. I have very good knowledge of the concept
