respondent_id,item,question
45,Good working conditions in Swedish workplaces,"In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
46,"Recycling & reuse of materials,Energy efficiency,Good working conditions in Swedish workplaces,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
47,"Swedish products,Healthy/health-promoting products/services,Good working conditions in Swedish workplaces,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
48,"Energy efficiency,Working against mental illness,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
50,"Recycling & reuse of materials,Sustainable/environmentally friendly packaging,Healthy/health-promoting products/services,Make financial investments in sustainable companies","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
51,"Swedish production/jobs in Sweden,Healthy/health-promoting products/services,Animal care,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
52,"Energy efficiency,Swedish products,Swedish production/jobs in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
53,Other:,"In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
54,"Climate change,Sustainable transport,Energy efficiency,Gender equality & feminism","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
55,"Climate change,Recycling & reuse of materials,Energy efficiency,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
57,"Other environmental issues e.g. forest conservation or marine environment,Swedish production/jobs in Sweden,Animal care,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
58,"Energy efficiency,Swedish production/jobs in Sweden,Healthy/health-promoting products/services,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
59,"Organic products,Energy efficiency,Swedish products,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
60,"Other environmental issues e.g. forest conservation or marine environment,Organic products,Sustainable/environmentally friendly packaging,Sustainable transport","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
61,"Biodiversity - animals, plants & ecosystems,Swedish products,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
62,"Climate change,Sustainable/environmentally friendly packaging,Sustainable transport,Swedish production/jobs in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
63,"Engaging in the local community in Sweden,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
64,"Swedish products,Swedish production/jobs in Sweden,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
65,"Healthy/health-promoting products/services,Engaging in the local community in Sweden,Combating corruption & other irregularities,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
66,"Biodiversity - animals, plants & ecosystems,Other environmental issues e.g. forest conservation or marine environment,Swedish products,Engaging in the local community in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
67,"Swedish products,Swedish production/jobs in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
68,"Swedish production/jobs in Sweden,Good working conditions in Swedish workplaces,Combating corruption & other irregularities,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
69,"Recycling & reuse of materials,Energy efficiency,Working against mental illness,Engaging in the local community in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
70,"Recycling & reuse of materials,Energy efficiency,Good working conditions in Swedish workplaces,Make financial investments in sustainable companies","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
71,"Sustainable/environmentally friendly packaging,Swedish production/jobs in Sweden,Engaging in the local community in Sweden,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
72,"Energy efficiency,Animal care","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
73,"Sustainable/environmentally friendly packaging,Swedish products,Swedish production/jobs in Sweden,Healthy/health-promoting products/services","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
74,"Climate change,Recycling & reuse of materials,Energy efficiency,Swedish products","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
75,"Climate change,Biodiversity - animals, plants & ecosystems,Healthy/health-promoting products/services,Diversity, anti-racism & inclusive societies","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
76,"Energy efficiency,Swedish products,Swedish production/jobs in Sweden,Gender equality & feminism","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
77,"Recycling & reuse of materials,Working against mental illness,Good working conditions in Swedish workplaces,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
78,"Climate change,Recycling & reuse of materials,Swedish products,Animal care","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
79,"LGBTQ issues,Good working conditions in Swedish workplaces,Good working conditions in factories/production abroad,Engaging in the local community in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
80,"Climate change,Sustainable/environmentally friendly packaging,Gender equality & feminism,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
81,"Swedish production/jobs in Sweden,Healthy/health-promoting products/services,Good working conditions in Swedish workplaces,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
82,"Good working conditions in Swedish workplaces,Engaging in the local community in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
83,"Swedish production/jobs in Sweden,Combating corruption & other irregularities,Technical innovations and solutions to sustainability challenges,Make financial investments in sustainable companies","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
84,"Swedish products,Working against mental illness,Gender equality & feminism,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
85,"Biodiversity - animals, plants & ecosystems,Recycling & reuse of materials,Swedish products,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
86,"Recycling & reuse of materials,Sustainable/environmentally friendly packaging,Sustainable transport,Energy efficiency","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
87,"Sustainable/environmentally friendly packaging,Energy efficiency,Good working conditions in Swedish workplaces,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
88,"Organic products,Sustainable transport,Swedish production/jobs in Sweden,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
89,"Organic products,Swedish products,Swedish production/jobs in Sweden,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
90,"Recycling & reuse of materials,Energy efficiency,Swedish products,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
91,"Recycling & reuse of materials,Diversity, anti-racism & inclusive societies,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
92,"Organic products,Recycling & reuse of materials,Sustainable transport,Diversity, anti-racism & inclusive societies","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
93,"Recycling & reuse of materials,Energy efficiency,Working against mental illness,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
94,"Combating corruption & other irregularities,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
96,"Swedish production/jobs in Sweden,Working against mental illness,Technical innovations and solutions to sustainability challenges,Make financial investments in sustainable companies","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
97,"Energy efficiency,Swedish production/jobs in Sweden,Working against mental illness","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
98,"Climate change,Recycling & reuse of materials,Diversity, anti-racism & inclusive societies,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
99,"Recycling & reuse of materials,Swedish products,Good working conditions in Swedish workplaces,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
100,"Recycling & reuse of materials,Animal care,Good working conditions in Swedish workplaces,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
101,"Recycling & reuse of materials,Sustainable/environmentally friendly packaging,Swedish production/jobs in Sweden,Diversity, anti-racism & inclusive societies","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
102,"Climate change,Sustainable transport,Swedish production/jobs in Sweden,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
104,"Swedish products,Engaging in the local community in Sweden,Combating corruption & other irregularities,Other:","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
105,"Sustainable transport,Energy efficiency,Diversity, anti-racism & inclusive societies,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
106,"Swedish production/jobs in Sweden,Gender equality & feminism,Technical innovations and solutions to sustainability challenges,Make financial investments in sustainable companies","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
107,"Climate change,Recycling & reuse of materials,Healthy/health-promoting products/services,Working against mental illness","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
108,"Biodiversity - animals, plants & ecosystems,Recycling & reuse of materials,Sustainable/environmentally friendly packaging,Sustainable transport","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
109,"Other environmental issues e.g. forest conservation or marine environment,Sustainable/environmentally friendly packaging,Animal care","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
110,"Climate change,Sustainable transport,Good working conditions in Swedish workplaces,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
111,"Other environmental issues e.g. forest conservation or marine environment,Organic products,Animal care,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
113,"Energy efficiency,Swedish production/jobs in Sweden,Good working conditions in factories/production abroad,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
114,"Climate change,Biodiversity - animals, plants & ecosystems,Other environmental issues e.g. forest conservation or marine environment,LGBTQ issues","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
115,"Climate change,Sustainable transport,Swedish products,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
116,"Recycling & reuse of materials,Sustainable/environmentally friendly packaging,Sustainable transport,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
117,"Climate change,Biodiversity - animals, plants & ecosystems,Diversity, anti-racism & inclusive societies,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
118,"Recycling & reuse of materials,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
119,"Energy efficiency,Healthy/health-promoting products/services,Good working conditions in Swedish workplaces,Engaging in the local community in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
120,"Climate change,Recycling & reuse of materials,Sustainable transport,Diversity, anti-racism & inclusive societies","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
121,"Organic products,Recycling & reuse of materials,Swedish production/jobs in Sweden,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
122,"Healthy/health-promoting products/services,Gender equality & feminism,Diversity, anti-racism & inclusive societies,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
123,"Recycling & reuse of materials,Energy efficiency,Swedish products,Engaging in the local community in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
124,"Organic products,Animal care,Gender equality & feminism,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
126,"Swedish products,Swedish production/jobs in Sweden,Good working conditions in Swedish workplaces,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
127,"Climate change,Recycling & reuse of materials,Swedish production/jobs in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
128,"Energy efficiency,Swedish products,Good working conditions in Swedish workplaces,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
129,"Sustainable/environmentally friendly packaging,Swedish products,Gender equality & feminism,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
130,"Working against mental illness,Gender equality & feminism,Diversity, anti-racism & inclusive societies,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
131,"Climate change,Biodiversity - animals, plants & ecosystems,Energy efficiency,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
132,"Working against mental illness,Good working conditions in Swedish workplaces,Combating corruption & other irregularities,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
133,"Recycling & reuse of materials,Good working conditions in Swedish workplaces,Good working conditions in factories/production abroad,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
134,"Swedish production/jobs in Sweden,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
135,"Climate change,Recycling & reuse of materials,Swedish production/jobs in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
137,"Sustainable transport,Energy efficiency,Swedish production/jobs in Sweden,Engaging in the local community in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
138,"Recycling & reuse of materials,Swedish products,Animal care,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
139,"Working against mental illness,LGBTQ issues,Good working conditions in Swedish workplaces,Engaging in the local community in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
142,"Climate change,Recycling & reuse of materials,Sustainable/environmentally friendly packaging,Energy efficiency","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
143,"Recycling & reuse of materials,Swedish production/jobs in Sweden,Good working conditions in factories/production abroad,Make financial investments in sustainable companies","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
144,"Sustainable/environmentally friendly packaging,Swedish production/jobs in Sweden,LGBTQ issues,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
145,"Climate change,Biodiversity - animals, plants & ecosystems,Diversity, anti-racism & inclusive societies,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
146,"Organic products,Sustainable transport,Animal care,Make financial investments in sustainable companies","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
147,"Climate change,Swedish products,Good working conditions in factories/production abroad,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
148,"Sustainable transport,Swedish products,Good working conditions in factories/production abroad,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
149,"Swedish products,Swedish production/jobs in Sweden,Good working conditions in Swedish workplaces,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
150,"Gender equality & feminism,LGBTQ issues,Good working conditions in Swedish workplaces,Engaging in the local community in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
152,"Healthy/health-promoting products/services,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
154,"Climate change,Recycling & reuse of materials,Energy efficiency,Diversity, anti-racism & inclusive societies","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
155,"Organic products,Sustainable/environmentally friendly packaging,Energy efficiency,Animal care","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
157,"Recycling & reuse of materials,Swedish production/jobs in Sweden,Animal care,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
158,"Recycling & reuse of materials,Energy efficiency","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
159,"Healthy/health-promoting products/services,Good working conditions in factories/production abroad,Combating corruption & other irregularities,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
160,"Diversity, anti-racism & inclusive societies,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
161,"Energy efficiency,Swedish production/jobs in Sweden,Good working conditions in Swedish workplaces,Engaging in the local community in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
162,"Climate change,Recycling & reuse of materials,Sustainable transport,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
163,"Climate change,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
164,"Climate change,Other environmental issues e.g. forest conservation or marine environment,Swedish production/jobs in Sweden,Diversity, anti-racism & inclusive societies","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
165,"Recycling & reuse of materials,Sustainable/environmentally friendly packaging,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
167,"Other environmental issues e.g. forest conservation or marine environment,Recycling & reuse of materials,Healthy/health-promoting products/services,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
168,"Recycling & reuse of materials,Swedish products,Animal care,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
170,"Energy efficiency,Healthy/health-promoting products/services,Good working conditions in Swedish workplaces,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
172,"Climate change,Recycling & reuse of materials,Swedish production/jobs in Sweden,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
173,"Climate change,Energy efficiency,Working against mental illness,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
174,"Organic products,Sustainable/environmentally friendly packaging,Diversity, anti-racism & inclusive societies,Make financial investments in sustainable companies","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
176,"Organic products,Sustainable/environmentally friendly packaging,Sustainable transport,Diversity, anti-racism & inclusive societies","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
177,"Biodiversity - animals, plants & ecosystems,Energy efficiency,Engaging in the local community in Sweden,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
178,"Climate change,Recycling & reuse of materials,Healthy/health-promoting products/services,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
179,"Other environmental issues e.g. forest conservation or marine environment,Recycling & reuse of materials,Animal care,Gender equality & feminism","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
180,"Recycling & reuse of materials,Sustainable/environmentally friendly packaging,Diversity, anti-racism & inclusive societies,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
181,"Biodiversity - animals, plants & ecosystems,Good working conditions in Swedish workplaces,Engaging in the local community in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
182,"Recycling & reuse of materials,Diversity, anti-racism & inclusive societies,Good working conditions in factories/production abroad,Make financial investments in sustainable companies","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
184,"Biodiversity - animals, plants & ecosystems,Recycling & reuse of materials,Diversity, anti-racism & inclusive societies,Engaging in the local community in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
185,"Organic products,Gender equality & feminism,Diversity, anti-racism & inclusive societies,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
186,"Recycling & reuse of materials,Swedish production/jobs in Sweden,Combating corruption & other irregularities,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
187,"Energy efficiency,Good working conditions in Swedish workplaces,Combating corruption & other irregularities,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
188,"Sustainable transport,Energy efficiency,Good working conditions in Swedish workplaces,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
189,"Swedish production/jobs in Sweden,Engaging in the local community in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
190,"Climate change,Biodiversity - animals, plants & ecosystems,Swedish production/jobs in Sweden,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
191,"Recycling & reuse of materials,Swedish production/jobs in Sweden,Animal care,Make financial investments in sustainable companies","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
192,"Climate change,Gender equality & feminism,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
193,"Recycling & reuse of materials,Swedish products,Swedish production/jobs in Sweden,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
194,"Working against mental illness,Diversity, anti-racism & inclusive societies,LGBTQ issues,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
195,Good working conditions in Swedish workplaces,"In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
196,"Organic products,Recycling & reuse of materials,Swedish production/jobs in Sweden,Healthy/health-promoting products/services","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
197,"Recycling & reuse of materials,Sustainable/environmentally friendly packaging,Good working conditions in Swedish workplaces,Engaging in the local community in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
198,"Climate change,Biodiversity - animals, plants & ecosystems,Animal care,LGBTQ issues","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
199,"Recycling & reuse of materials,Sustainable/environmentally friendly packaging,Swedish production/jobs in Sweden,Diversity, anti-racism & inclusive societies","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
200,"Climate change,Working against mental illness,Diversity, anti-racism & inclusive societies,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
201,"Recycling & reuse of materials,Gender equality & feminism,Good working conditions in Swedish workplaces,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
202,"Other environmental issues e.g. forest conservation or marine environment,Recycling & reuse of materials,Healthy/health-promoting products/services,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
203,"Climate change,Sustainable transport,Good working conditions in factories/production abroad,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
204,"Climate change,Sustainable/environmentally friendly packaging,Swedish production/jobs in Sweden,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
