respondent_id,brand,rating_type,area
640,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
642,Clarion Hotel,well,Reducing the amount of laundry and/or room cleaning
642,Clarion Hotel,well,Working conditions and employee health
642,Clarion Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
647,Clarion Hotel,well,Wide range of organic food & drink
650,Clarion Hotel,well,Diversity and inclusion towards guests and employees
650,Clarion Hotel,well,Practices gender equality towards guests and employees
650,Clarion Hotel,well,Reducing the climate impact of the hotel in general
4,,well,Charging stations for electric cars
6,,well,None of the above
9,,well,None of the above
44,,well,Reducing the amount of laundry and/or room cleaning
44,,well,Reducing water use in operations
44,,well,Working conditions and employee health
44,,well,Reducing the climate impact of the hotel in general
44,,well,Avoid single-use plastic and minimizing use of plastic packaging
48,,well,Reducing the amount of laundry and/or room cleaning
55,,well,Reducing food waste
55,,well,Reducing the amount of laundry and/or room cleaning
55,,well,Reducing the climate impact of the hotel in general
55,,well,Avoid single-use plastic and minimizing use of plastic packaging
65,,well,Reducing the amount of laundry and/or room cleaning
65,,well,Reducing water use in operations
65,,well,Reducing the climate impact of the hotel in general
73,,well,Reducing the amount of laundry and/or room cleaning
73,,well,Reducing the climate impact of the hotel in general
105,,well,Reducing the amount of laundry and/or room cleaning
105,,well,Practices gender equality towards guests and employees
134,,well,Reducing food waste
134,,well,Reducing energy use in hotels
134,,well,Reducing the amount of laundry and/or room cleaning
134,,well,Reducing water use in operations
134,,well,Avoid single-use plastic and minimizing use of plastic packaging
138,,well,Locally produced food & drink
145,,well,Reducing the amount of laundry and/or room cleaning
145,,well,Reducing the climate impact of the hotel in general
145,,well,Avoid single-use plastic and minimizing use of plastic packaging
149,,well,Reducing food waste
149,,well,Reducing the amount of laundry and/or room cleaning
149,,well,Diversity and inclusion towards guests and employees
149,,well,Practices gender equality towards guests and employees
149,,well,Reducing the climate impact of the hotel in general
149,,well,Avoid single-use plastic and minimizing use of plastic packaging
178,,well,Reducing the amount of laundry and/or room cleaning
178,,well,Reducing water use in operations
178,,well,Working conditions and employee health
178,,well,Reducing the climate impact of the hotel in general
205,,well,Locally produced food & drink
205,,well,Reducing food waste
205,,well,Reducing energy use in hotels
205,,well,Reducing the amount of laundry and/or room cleaning
205,,well,Working conditions in the supply chain
205,,well,Practices gender equality towards guests and employees
205,,well,Reducing the climate impact of the hotel in general
206,,well,None of the above
223,,well,Reducing energy use in hotels
223,,well,Reducing water use in operations
223,,well,Avoid single-use plastic and minimizing use of plastic packaging
229,,well,Locally produced food & drink
229,,well,Reducing energy use in hotels
229,,well,Charging stations for electric cars
232,,well,None of the above
254,,well,Wide range of organic food & drink
259,,well,Reducing food waste
259,,well,Reducing water use in operations
259,,well,Avoid single-use plastic and minimizing use of plastic packaging
291,,well,Reducing the amount of laundry and/or room cleaning
291,,well,Practices gender equality towards guests and employees
291,,well,Reducing the climate impact of the hotel in general
291,,well,Avoid single-use plastic and minimizing use of plastic packaging
299,,well,Reducing water use in operations
301,,well,Locally produced food & drink
301,,well,Wide range of vegetarian food
301,,well,Animal welfare within food & beverage
301,,well,Reducing food waste
301,,well,Reducing energy use in hotels
301,,well,Reducing the amount of laundry and/or room cleaning
301,,well,Reducing water use in operations
301,,well,Accessibility for people with disabilities
301,,well,Diversity and inclusion towards guests and employees
301,,well,Reducing the climate impact of the hotel in general
301,,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
321,,well,Reducing the amount of laundry and/or room cleaning
321,,well,Reducing water use in operations
321,,well,Working conditions and employee health
321,,well,Reducing the climate impact of the hotel in general
324,,well,Locally produced food & drink
324,,well,Avoid single-use plastic and minimizing use of plastic packaging
325,,well,Reducing the amount of laundry and/or room cleaning
326,,well,Working conditions and employee health
326,,well,Reducing the climate impact of the hotel in general
326,,well,Avoid single-use plastic and minimizing use of plastic packaging
328,,well,None of the above
335,,well,Reducing the amount of laundry and/or room cleaning
335,,well,Reducing the climate impact of the hotel in general
335,,well,Avoid single-use plastic and minimizing use of plastic packaging
349,,well,Locally produced food & drink
358,,well,None of the above
361,,well,Locally produced food & drink
361,,well,Reducing the amount of laundry and/or room cleaning
361,,well,Reducing the climate impact of the hotel in general
361,,well,Avoid single-use plastic and minimizing use of plastic packaging
385,,well,Reducing energy use in hotels
385,,well,Reducing the amount of laundry and/or room cleaning
385,,well,Reducing the climate impact of the hotel in general
389,,well,Reducing the amount of laundry and/or room cleaning
394,,well,Wide range of vegetarian food
394,,well,Reducing the amount of laundry and/or room cleaning
394,,well,Reducing water use in operations
398,,well,Working conditions and employee health
419,,well,Locally produced food & drink
419,,well,Reducing energy use in hotels
419,,well,Reducing the amount of laundry and/or room cleaning
419,,well,Reducing water use in operations
419,,well,Working conditions and employee health
419,,well,Engaging with the local community about sustainability matters
419,,well,Reducing the climate impact of the hotel in general
419,,well,Avoid single-use plastic and minimizing use of plastic packaging
426,,well,Accessibility for people with disabilities
439,,well,Working conditions and employee health
444,,well,Reducing the amount of laundry and/or room cleaning
463,,well,Reducing energy use in hotels
464,,well,None of the above
485,,well,Engaging with the local community about sustainability matters
485,,well,Reducing the climate impact of the hotel in general
490,,well,Reducing energy use in hotels
490,,well,Reducing the climate impact of the hotel in general
507,,well,None of the above
513,,well,Reducing food waste
513,,well,Reducing the amount of laundry and/or room cleaning
513,,well,Working conditions and employee health
513,,well,Reducing the climate impact of the hotel in general
526,,well,Reducing the climate impact of the hotel in general
541,,well,Reducing water use in operations
559,,well,None of the above
574,,well,Wide range of organic food & drink
574,,well,Locally produced food & drink
579,,well,None of the above
596,,well,Reducing the amount of laundry and/or room cleaning
596,,well,Reducing the climate impact of the hotel in general
599,,well,Reducing food waste
607,,well,None of the above
625,,well,Reducing the amount of laundry and/or room cleaning
625,,well,Working conditions and employee health
625,,well,Accessibility for people with disabilities
625,,well,Diversity and inclusion towards guests and employees
628,,well,None of the above
629,,well,Reducing the amount of laundry and/or room cleaning
631,,well,None of the above
640,,well,Reducing the climate impact of the hotel in general
640,,well,Avoid single-use plastic and minimizing use of plastic packaging
647,,well,Locally produced food & drink
647,,well,Accessibility for people with disabilities
650,,well,Working conditions and employee health
650,,well,Diversity and inclusion towards guests and employees
650,,well,Practices gender equality towards guests and employees
650,,well,Reducing the climate impact of the hotel in general
6,Comfort Hotel,well,Reducing energy use in hotels
6,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
6,Comfort Hotel,well,Reducing the climate impact of the hotel in general
9,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
9,Comfort Hotel,well,Reducing water use in operations
9,Comfort Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
30,Comfort Hotel,well,Reducing food waste
30,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
30,Comfort Hotel,well,Charging stations for electric cars
36,Comfort Hotel,well,Reducing food waste
36,Comfort Hotel,well,Diversity and inclusion towards guests and employees
36,Comfort Hotel,well,Practices gender equality towards guests and employees
43,Comfort Hotel,well,Reducing energy use in hotels
43,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
43,Comfort Hotel,well,Reducing the climate impact of the hotel in general
44,Comfort Hotel,well,Reducing energy use in hotels
44,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
44,Comfort Hotel,well,Reducing water use in operations
44,Comfort Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
48,Comfort Hotel,well,Biodiversity impacts with respect to land use and the supply chain
48,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
48,Comfort Hotel,well,Diversity and inclusion towards guests and employees
52,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
52,Comfort Hotel,well,Charging stations for electric cars
55,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
55,Comfort Hotel,well,Reducing the climate impact of the hotel in general
57,Comfort Hotel,well,Practices gender equality towards guests and employees
57,Comfort Hotel,well,Making climate-smart travel easy through offerings and information
62,Comfort Hotel,well,Reducing energy use in hotels
62,Comfort Hotel,well,Working conditions and employee health
62,Comfort Hotel,well,Accessibility for people with disabilities
62,Comfort Hotel,well,Practices gender equality towards guests and employees
62,Comfort Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
65,Comfort Hotel,well,Reducing food waste
65,Comfort Hotel,well,Reducing energy use in hotels
65,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
65,Comfort Hotel,well,Reducing water use in operations
73,Comfort Hotel,well,Reducing the climate impact of the hotel in general
89,Comfort Hotel,well,None of the above
102,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
105,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
105,Comfort Hotel,well,Practices gender equality towards guests and employees
118,Comfort Hotel,well,None of the above
134,Comfort Hotel,well,Reducing energy use in hotels
134,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
134,Comfort Hotel,well,Reducing water use in operations
134,Comfort Hotel,well,Reducing the climate impact of the hotel in general
138,Comfort Hotel,well,Locally produced food & drink
138,Comfort Hotel,well,Reducing food waste
138,Comfort Hotel,well,Reducing energy use in hotels
138,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
138,Comfort Hotel,well,Engaging with the local community about sustainability matters
138,Comfort Hotel,well,Practices gender equality towards guests and employees
138,Comfort Hotel,well,Reducing the climate impact of the hotel in general
138,Comfort Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
145,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
145,Comfort Hotel,well,Reducing the climate impact of the hotel in general
145,Comfort Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
149,Comfort Hotel,well,Reducing food waste
149,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
149,Comfort Hotel,well,Diversity and inclusion towards guests and employees
149,Comfort Hotel,well,Practices gender equality towards guests and employees
149,Comfort Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
154,Comfort Hotel,well,Reducing energy use in hotels
154,Comfort Hotel,well,Reducing the climate impact of the hotel in general
158,Comfort Hotel,well,None of the above
178,Comfort Hotel,well,Reducing food waste
178,Comfort Hotel,well,Reducing water use in operations
178,Comfort Hotel,well,Working conditions and employee health
178,Comfort Hotel,well,Reducing the climate impact of the hotel in general
201,Comfort Hotel,well,None of the above
204,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
204,Comfort Hotel,well,Reducing water use in operations
204,Comfort Hotel,well,Charging stations for electric cars
205,Comfort Hotel,well,Locally produced food & drink
205,Comfort Hotel,well,Reducing food waste
205,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
205,Comfort Hotel,well,Working conditions and employee health
205,Comfort Hotel,well,Working conditions in the supply chain
205,Comfort Hotel,well,Practices gender equality towards guests and employees
220,Comfort Hotel,well,Reducing energy use in hotels
220,Comfort Hotel,well,Working conditions and employee health
220,Comfort Hotel,well,Making climate-smart travel easy through offerings and information
220,Comfort Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
221,Comfort Hotel,well,Reducing energy use in hotels
221,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
221,Comfort Hotel,well,Reducing the climate impact of the hotel in general
223,Comfort Hotel,well,Reducing food waste
223,Comfort Hotel,well,Engaging with the local community about sustainability matters
223,Comfort Hotel,well,Reducing the climate impact of the hotel in general
224,Comfort Hotel,well,Reducing energy use in hotels
229,Comfort Hotel,well,Locally produced food & drink
229,Comfort Hotel,well,Reducing energy use in hotels
229,Comfort Hotel,well,Charging stations for electric cars
232,Comfort Hotel,well,None of the above
235,Comfort Hotel,well,None of the above
244,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
244,Comfort Hotel,well,Reducing water use in operations
244,Comfort Hotel,well,Reducing the climate impact of the hotel in general
254,Comfort Hotel,well,Locally produced food & drink
259,Comfort Hotel,well,Wide range of organic food & drink
259,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
259,Comfort Hotel,well,Reducing the climate impact of the hotel in general
267,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
285,Comfort Hotel,well,Reducing food waste
285,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
285,Comfort Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
299,Comfort Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
301,Comfort Hotel,well,Wide range of organic food & drink
301,Comfort Hotel,well,Locally produced food & drink
301,Comfort Hotel,well,Reducing food waste
301,Comfort Hotel,well,Reducing energy use in hotels
301,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
301,Comfort Hotel,well,Working conditions in the supply chain
301,Comfort Hotel,well,Accessibility for people with disabilities
301,Comfort Hotel,well,Engaging with the local community about sustainability matters
301,Comfort Hotel,well,Diversity and inclusion towards guests and employees
301,Comfort Hotel,well,Practices gender equality towards guests and employees
301,Comfort Hotel,well,Reducing the climate impact of the hotel in general
301,Comfort Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
301,Comfort Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
321,Comfort Hotel,well,Reducing food waste
321,Comfort Hotel,well,Reducing the climate impact of the hotel in general
321,Comfort Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
325,Comfort Hotel,well,Reducing energy use in hotels
325,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
325,Comfort Hotel,well,Reducing water use in operations
326,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
326,Comfort Hotel,well,Diversity and inclusion towards guests and employees
326,Comfort Hotel,well,Practices gender equality towards guests and employees
328,Comfort Hotel,well,None of the above
344,Comfort Hotel,well,Reducing energy use in hotels
344,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
344,Comfort Hotel,well,Working conditions and employee health
344,Comfort Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
349,Comfort Hotel,well,Locally produced food & drink
349,Comfort Hotel,well,Reducing energy use in hotels
349,Comfort Hotel,well,Reducing water use in operations
349,Comfort Hotel,well,Engaging with the local community about sustainability matters
351,Comfort Hotel,well,Reducing the climate impact of the hotel in general
358,Comfort Hotel,well,None of the above
361,Comfort Hotel,well,Locally produced food & drink
361,Comfort Hotel,well,Reducing water use in operations
361,Comfort Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
366,Comfort Hotel,well,Practices gender equality towards guests and employees
366,Comfort Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
373,Comfort Hotel,well,Reducing the climate impact of the hotel in general
374,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
374,Comfort Hotel,well,Diversity and inclusion towards guests and employees
385,Comfort Hotel,well,Reducing the climate impact of the hotel in general
389,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
394,Comfort Hotel,well,Wide range of vegetarian food
394,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
394,Comfort Hotel,well,Reducing water use in operations
423,Comfort Hotel,well,Reducing food waste
423,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
423,Comfort Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
426,Comfort Hotel,well,Accessibility for people with disabilities
439,Comfort Hotel,well,Working conditions and employee health
439,Comfort Hotel,well,Working conditions in the supply chain
444,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
452,Comfort Hotel,well,Reducing food waste
452,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
452,Comfort Hotel,well,Reducing the climate impact of the hotel in general
452,Comfort Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
456,Comfort Hotel,well,Wide range of organic food & drink
456,Comfort Hotel,well,Locally produced food & drink
456,Comfort Hotel,well,Wide range of vegetarian food
456,Comfort Hotel,well,Biodiversity impacts with respect to land use and the supply chain
456,Comfort Hotel,well,Reducing food waste
456,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
456,Comfort Hotel,well,Accessibility for people with disabilities
456,Comfort Hotel,well,Diversity and inclusion towards guests and employees
456,Comfort Hotel,well,Reducing the climate impact of the hotel in general
456,Comfort Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
458,Comfort Hotel,well,Reducing energy use in hotels
458,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
460,Comfort Hotel,well,Wide range of vegetarian food
460,Comfort Hotel,well,Reducing food waste
460,Comfort Hotel,well,Working conditions and employee health
460,Comfort Hotel,well,Accessibility for people with disabilities
460,Comfort Hotel,well,Diversity and inclusion towards guests and employees
460,Comfort Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
463,Comfort Hotel,well,Reducing energy use in hotels
469,Comfort Hotel,well,Reducing energy use in hotels
472,Comfort Hotel,well,Reducing food waste
472,Comfort Hotel,well,Reducing energy use in hotels
472,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
472,Comfort Hotel,well,Diversity and inclusion towards guests and employees
472,Comfort Hotel,well,Reducing the climate impact of the hotel in general
480,Comfort Hotel,well,Reducing food waste
480,Comfort Hotel,well,Reducing energy use in hotels
480,Comfort Hotel,well,Reducing water use in operations
480,Comfort Hotel,well,Working conditions in the supply chain
480,Comfort Hotel,well,Diversity and inclusion towards guests and employees
480,Comfort Hotel,well,Reducing the climate impact of the hotel in general
480,Comfort Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
480,Comfort Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
488,Comfort Hotel,well,Wide range of organic food & drink
488,Comfort Hotel,well,Reducing food waste
488,Comfort Hotel,well,Reducing energy use in hotels
490,Comfort Hotel,well,Reducing energy use in hotels
490,Comfort Hotel,well,Diversity and inclusion towards guests and employees
490,Comfort Hotel,well,Reducing the climate impact of the hotel in general
494,Comfort Hotel,well,Accessibility for people with disabilities
507,Comfort Hotel,well,None of the above
513,Comfort Hotel,well,Reducing food waste
513,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
513,Comfort Hotel,well,Working conditions and employee health
513,Comfort Hotel,well,Reducing the climate impact of the hotel in general
525,Comfort Hotel,well,Reducing energy use in hotels
526,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
532,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
532,Comfort Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
532,Comfort Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
541,Comfort Hotel,well,Reducing food waste
541,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
541,Comfort Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
555,Comfort Hotel,well,Reducing the climate impact of the hotel in general
555,Comfort Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
559,Comfort Hotel,well,Reducing water use in operations
559,Comfort Hotel,well,Reducing the climate impact of the hotel in general
559,Comfort Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
574,Comfort Hotel,well,Wide range of organic food & drink
574,Comfort Hotel,well,Locally produced food & drink
574,Comfort Hotel,well,Making climate-smart travel easy through offerings and information
579,Comfort Hotel,well,None of the above
590,Comfort Hotel,well,Reducing food waste
590,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
590,Comfort Hotel,well,Working conditions and employee health
590,Comfort Hotel,well,Accessibility for people with disabilities
590,Comfort Hotel,well,Diversity and inclusion towards guests and employees
590,Comfort Hotel,well,Practices gender equality towards guests and employees
590,Comfort Hotel,well,Reducing the climate impact of the hotel in general
590,Comfort Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
596,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
596,Comfort Hotel,well,Reducing the climate impact of the hotel in general
607,Comfort Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
610,Comfort Hotel,well,None of the above
612,Comfort Hotel,well,Locally produced food & drink
612,Comfort Hotel,well,Reducing food waste
612,Comfort Hotel,well,Reducing energy use in hotels
612,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
612,Comfort Hotel,well,Reducing water use in operations
612,Comfort Hotel,well,Reducing the climate impact of the hotel in general
612,Comfort Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
612,Comfort Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
623,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
623,Comfort Hotel,well,Accessibility for people with disabilities
623,Comfort Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
625,Comfort Hotel,well,Locally produced food & drink
625,Comfort Hotel,well,Working conditions and employee health
625,Comfort Hotel,well,Accessibility for people with disabilities
625,Comfort Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
628,Comfort Hotel,well,None of the above
629,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
642,Comfort Hotel,well,Reducing the amount of laundry and/or room cleaning
642,Comfort Hotel,well,Working conditions and employee health
647,Comfort Hotel,well,Accessibility for people with disabilities
650,Comfort Hotel,well,Working conditions and employee health
650,Comfort Hotel,well,Diversity and inclusion towards guests and employees
650,Comfort Hotel,well,Practices gender equality towards guests and employees
650,Comfort Hotel,well,Reducing the climate impact of the hotel in general
1,Quality Hotel,well,None of the above
7,Quality Hotel,well,Reducing water use in operations
14,Quality Hotel,well,Wide range of organic food & drink
14,Quality Hotel,well,Accessibility for people with disabilities
14,Quality Hotel,well,Reducing the climate impact of the hotel in general
14,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
14,Quality Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
14,Quality Hotel,well,Charging stations for electric cars
25,Quality Hotel,well,Wide range of organic food & drink
25,Quality Hotel,well,Locally produced food & drink
25,Quality Hotel,well,Reducing food waste
25,Quality Hotel,well,Reducing energy use in hotels
25,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
25,Quality Hotel,well,Reducing the climate impact of the hotel in general
25,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
26,Quality Hotel,well,Locally produced food & drink
26,Quality Hotel,well,Wide range of vegetarian food
26,Quality Hotel,well,Animal welfare within food & beverage
26,Quality Hotel,well,Reducing food waste
26,Quality Hotel,well,Accessibility for people with disabilities
27,Quality Hotel,well,Wide range of vegetarian food
27,Quality Hotel,well,Reducing food waste
27,Quality Hotel,well,Engaging with the local community about sustainability matters
27,Quality Hotel,well,Diversity and inclusion towards guests and employees
27,Quality Hotel,well,Practices gender equality towards guests and employees
27,Quality Hotel,well,Reducing the climate impact of the hotel in general
34,Quality Hotel,well,None of the above
51,Quality Hotel,well,Reducing the climate impact of the hotel in general
88,Quality Hotel,well,None of the above
92,Quality Hotel,well,Reducing energy use in hotels
92,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
92,Quality Hotel,well,Engaging with the local community about sustainability matters
92,Quality Hotel,well,Diversity and inclusion towards guests and employees
92,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
106,Quality Hotel,well,None of the above
111,Quality Hotel,well,Wide range of organic food & drink
111,Quality Hotel,well,Wide range of vegetarian food
111,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
111,Quality Hotel,well,Reducing water use in operations
115,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
115,Quality Hotel,well,Reducing water use in operations
115,Quality Hotel,well,Practices gender equality towards guests and employees
116,Quality Hotel,well,Wide range of organic food & drink
116,Quality Hotel,well,Locally produced food & drink
116,Quality Hotel,well,Wide range of vegetarian food
116,Quality Hotel,well,Reducing energy use in hotels
116,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
116,Quality Hotel,well,Reducing water use in operations
116,Quality Hotel,well,Diversity and inclusion towards guests and employees
116,Quality Hotel,well,Making climate-smart travel easy through offerings and information
116,Quality Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
120,Quality Hotel,well,Locally produced food & drink
120,Quality Hotel,well,Reducing energy use in hotels
120,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
120,Quality Hotel,well,Diversity and inclusion towards guests and employees
120,Quality Hotel,well,Reducing the climate impact of the hotel in general
123,Quality Hotel,well,Reducing food waste
123,Quality Hotel,well,Reducing water use in operations
127,Quality Hotel,well,Biodiversity impacts with respect to land use and the supply chain
132,Quality Hotel,well,None of the above
147,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
147,Quality Hotel,well,Reducing water use in operations
147,Quality Hotel,well,Reducing the climate impact of the hotel in general
150,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
150,Quality Hotel,well,Diversity and inclusion towards guests and employees
150,Quality Hotel,well,Practices gender equality towards guests and employees
150,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
161,Quality Hotel,well,Wide range of organic food & drink
161,Quality Hotel,well,Locally produced food & drink
161,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
161,Quality Hotel,well,Diversity and inclusion towards guests and employees
161,Quality Hotel,well,Practices gender equality towards guests and employees
161,Quality Hotel,well,Reducing the climate impact of the hotel in general
161,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
161,Quality Hotel,well,Charging stations for electric cars
170,Quality Hotel,well,Reducing food waste
170,Quality Hotel,well,Reducing energy use in hotels
172,Quality Hotel,well,Reducing the climate impact of the hotel in general
182,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
184,Quality Hotel,well,Wide range of organic food & drink
184,Quality Hotel,well,Reducing food waste
184,Quality Hotel,well,Reducing energy use in hotels
184,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
184,Quality Hotel,well,Accessibility for people with disabilities
184,Quality Hotel,well,Diversity and inclusion towards guests and employees
184,Quality Hotel,well,Practices gender equality towards guests and employees
184,Quality Hotel,well,Reducing the climate impact of the hotel in general
184,Quality Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
185,Quality Hotel,well,Wide range of organic food & drink
185,Quality Hotel,well,Reducing food waste
185,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
185,Quality Hotel,well,Reducing the climate impact of the hotel in general
186,Quality Hotel,well,Reducing food waste
186,Quality Hotel,well,Reducing energy use in hotels
186,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
186,Quality Hotel,well,Reducing water use in operations
186,Quality Hotel,well,Diversity and inclusion towards guests and employees
186,Quality Hotel,well,Practices gender equality towards guests and employees
186,Quality Hotel,well,Reducing the climate impact of the hotel in general
186,Quality Hotel,well,Charging stations for electric cars
188,Quality Hotel,well,Diversity and inclusion towards guests and employees
189,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
189,Quality Hotel,well,Reducing water use in operations
189,Quality Hotel,well,Reducing the climate impact of the hotel in general
195,Quality Hotel,well,Reducing energy use in hotels
199,Quality Hotel,well,Reducing water use in operations
199,Quality Hotel,well,Working conditions and employee health
199,Quality Hotel,well,Diversity and inclusion towards guests and employees
203,Quality Hotel,well,None of the above
207,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
207,Quality Hotel,well,Practices gender equality towards guests and employees
209,Quality Hotel,well,Reducing food waste
209,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
209,Quality Hotel,well,Working conditions and employee health
209,Quality Hotel,well,Engaging with the local community about sustainability matters
209,Quality Hotel,well,Practices gender equality towards guests and employees
209,Quality Hotel,well,Making climate-smart travel easy through offerings and information
209,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
210,Quality Hotel,well,Wide range of organic food & drink
210,Quality Hotel,well,Locally produced food & drink
210,Quality Hotel,well,Wide range of vegetarian food
210,Quality Hotel,well,Reducing food waste
210,Quality Hotel,well,Reducing energy use in hotels
210,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
210,Quality Hotel,well,Reducing water use in operations
210,Quality Hotel,well,Accessibility for people with disabilities
210,Quality Hotel,well,Diversity and inclusion towards guests and employees
210,Quality Hotel,well,Practices gender equality towards guests and employees
