respondent_id,topic
301,Climate change
301,Air & water pollution
301,Circular economy - recycling & reuse of materials
301,Sustainable transport
301,Energy issues / energy efficiency
301,Sustainable finance
301,Sustainable agriculture & food production
301,Wars and conflicts in the world
301,Labour conditions for suppliers / in the value chain abroad
301,Ethical issues (e.g. corruption)
301,Diversity
301,anti-racism & inclusive societies
301,Human rights
301,poverty and hunger in the world
301,Polarisation of opinions in society
301,Public health & well-being - people's physical and mental health / ill-health
301,Democracy
302,Biodiversity - animals
302,plants & ecosystems
302,Air & water pollution
302,Circular economy - recycling & reuse of materials
302,Energy issues / energy efficiency
302,Sustainable agriculture & food production
302,Labour conditions for suppliers / in the value chain abroad
302,Ethical issues (e.g. corruption)
302,Gender equality & feminism
303,Circular economy - recycling & reuse of materials
303,Sustainable transport
303,Energy issues / energy efficiency
303,Sustainable finance
303,Sustainable agriculture & food production
303,Wars and conflicts in the world
303,Labour conditions for suppliers / in the value chain abroad
304,Climate change
304,Biodiversity - animals
304,plants & ecosystems
304,Air & water pollution
304,Labour conditions and opportunities in Sweden
304,Circular economy - recycling & reuse of materials
304,Sustainable transport
304,Energy issues / energy efficiency
304,Sustainable finance
304,Sustainable agriculture & food production
304,Animal health & welfare
304,Labour conditions for suppliers / in the value chain abroad
304,Ethical issues (e.g. corruption)
304,Diversity
304,anti-racism & inclusive societies
304,Gender equality & feminism
304,Human rights
304,poverty and hunger in the world
304,Public health & well-being - people's physical and mental health / ill-health
304,Democracy
304,Safe societies
305,Climate change
305,Biodiversity - animals
305,plants & ecosystems
305,Air & water pollution
305,Labour conditions and opportunities in Sweden
305,Circular economy - recycling & reuse of materials
305,Sustainable transport
305,Sustainable finance
305,Sustainable agriculture & food production
305,Wars and conflicts in the world
305,Animal health & welfare
305,Labour conditions for suppliers / in the value chain abroad
305,Charitable giving
305,Diversity
305,anti-racism & inclusive societies
305,Gender equality & feminism
305,Human rights
305,poverty and hunger in the world
305,Polarisation of opinions in society
305,Public health & well-being - people's physical and mental health / ill-health
305,Democracy
305,Safe societies
306,Climate change
306,Biodiversity - animals
306,plants & ecosystems
306,Air & water pollution
306,Labour conditions and opportunities in Sweden
306,Energy issues / energy efficiency
306,Sustainable finance
306,Sustainable agriculture & food production
306,Wars and conflicts in the world
306,Animal health & welfare
306,Diversity
306,anti-racism & inclusive societies
306,Human rights
306,poverty and hunger in the world
306,Public health & well-being - people's physical and mental health / ill-health
306,The country's economy
306,Safe societies
307,Labour conditions and opportunities in Sweden
307,Wars and conflicts in the world
307,Charitable giving
307,Human rights
307,poverty and hunger in the world
307,Public health & well-being - people's physical and mental health / ill-health
307,Safe societies
308,Climate change
308,Circular economy - recycling & reuse of materials
308,Wars and conflicts in the world
308,Labour conditions for suppliers / in the value chain abroad
308,Diversity
308,anti-racism & inclusive societies
308,Gender equality & feminism
308,Democracy
309,Climate change
309,Biodiversity - animals
309,plants & ecosystems
309,Air & water pollution
309,Circular economy - recycling & reuse of materials
309,Sustainable transport
309,Energy issues / energy efficiency
309,Sustainable finance
309,Sustainable agriculture & food production
309,Wars and conflicts in the world
309,Animal health & welfare
309,Charitable giving
309,Human rights
309,poverty and hunger in the world
309,Polarisation of opinions in society
309,Public health & well-being - people's physical and mental health / ill-health
309,The country's economy
309,Democracy
309,Safe societies
310,Climate change
310,Sustainable agriculture & food production
310,Public health & well-being - people's physical and mental health / ill-health
311,Labour conditions and opportunities in Sweden
311,Wars and conflicts in the world
311,Ethical issues (e.g. corruption)
311,The country's economy
312,Climate change
312,Energy issues / energy efficiency
312,Sustainable agriculture & food production
312,Wars and conflicts in the world
312,Animal health & welfare
312,The country's economy
313,Climate change
313,Biodiversity - animals
313,plants & ecosystems
313,Air & water pollution
313,Circular economy - recycling & reuse of materials
313,Sustainable transport
313,Energy issues / energy efficiency
313,Sustainable agriculture & food production
313,Labour conditions for suppliers / in the value chain abroad
313,Ethical issues (e.g. corruption)
313,Charitable giving
313,Diversity
313,anti-racism & inclusive societies
313,Gender equality & feminism
313,Human rights
313,poverty and hunger in the world
313,Polarisation of opinions in society
313,Democracy
313,Safe societies
314,Climate change
314,Circular economy - recycling & reuse of materials
314,Energy issues / energy efficiency
314,Wars and conflicts in the world
314,Ethical issues (e.g. corruption)
314,Polarisation of opinions in society
314,Public health & well-being - people's physical and mental health / ill-health
314,The country's economy
314,Safe societies
315,Climate change
315,Circular economy - recycling & reuse of materials
315,Gender equality & feminism
315,The country's economy
315,Democracy
315,Safe societies
316,Climate change
316,Sustainable transport
316,Sustainable finance
316,Wars and conflicts in the world
316,Animal health & welfare
316,Human rights
316,poverty and hunger in the world
316,Public health & well-being - people's physical and mental health / ill-health
316,The country's economy
316,Safe societies
317,Circular economy - recycling & reuse of materials
317,Wars and conflicts in the world
317,Labour conditions for suppliers / in the value chain abroad
317,Diversity
317,anti-racism & inclusive societies
317,Gender equality & feminism
317,Polarisation of opinions in society
317,Public health & well-being - people's physical and mental health / ill-health
317,Safe societies
318,Climate change
318,Labour conditions and opportunities in Sweden
318,Wars and conflicts in the world
318,Safe societies
319,Climate change
319,Biodiversity - animals
319,plants & ecosystems
319,Circular economy - recycling & reuse of materials
319,Sustainable transport
319,Energy issues / energy efficiency
319,Wars and conflicts in the world
319,Diversity
319,anti-racism & inclusive societies
319,Polarisation of opinions in society
319,Democracy
320,Climate change
320,Circular economy - recycling & reuse of materials
320,Sustainable agriculture & food production
320,Wars and conflicts in the world
320,Animal health & welfare
320,Charitable giving
320,Gender equality & feminism
320,Public health & well-being - people's physical and mental health / ill-health
320,Democracy
321,Climate change
321,Air & water pollution
321,Sustainable transport
321,Sustainable agriculture & food production
321,Animal health & welfare
321,Ethical issues (e.g. corruption)
321,Diversity
321,anti-racism & inclusive societies
321,Human rights
321,poverty and hunger in the world
321,Public health & well-being - people's physical and mental health / ill-health
321,Democracy
321,Safe societies
322,Climate change
322,Biodiversity - animals
322,plants & ecosystems
322,Labour conditions and opportunities in Sweden
322,Circular economy - recycling & reuse of materials
322,Sustainable transport
322,Energy issues / energy efficiency
322,Sustainable agriculture & food production
322,Wars and conflicts in the world
322,Animal health & welfare
322,Ethical issues (e.g. corruption)
322,Diversity
322,anti-racism & inclusive societies
322,Gender equality & feminism
322,Polarisation of opinions in society
322,The country's economy
322,Democracy
323,Climate change
323,Biodiversity - animals
323,plants & ecosystems
323,Air & water pollution
323,Labour conditions and opportunities in Sweden
323,Circular economy - recycling & reuse of materials
323,Sustainable transport
323,Energy issues / energy efficiency
323,Sustainable agriculture & food production
323,Wars and conflicts in the world
323,Animal health & welfare
323,Labour conditions for suppliers / in the value chain abroad
323,Ethical issues (e.g. corruption)
323,Gender equality & feminism
323,Human rights
323,poverty and hunger in the world
323,Polarisation of opinions in society
323,Public health & well-being - people's physical and mental health / ill-health
323,Democracy
323,Other:
324,Biodiversity - animals
324,plants & ecosystems
324,Air & water pollution
324,Labour conditions and opportunities in Sweden
324,Sustainable finance
324,Sustainable agriculture & food production
324,Animal health & welfare
324,Labour conditions for suppliers / in the value chain abroad
324,Charitable giving
324,Gender equality & feminism
324,Human rights
324,poverty and hunger in the world
324,Public health & well-being - people's physical and mental health / ill-health
325,Climate change
325,Biodiversity - animals
325,plants & ecosystems
325,Energy issues / energy efficiency
325,Wars and conflicts in the world
325,Labour conditions for suppliers / in the value chain abroad
325,Ethical issues (e.g. corruption)
326,Climate change
326,Biodiversity - animals
326,plants & ecosystems
326,Air & water pollution
326,Labour conditions and opportunities in Sweden
326,Circular economy - recycling & reuse of materials
326,Sustainable transport
326,Energy issues / energy efficiency
326,Sustainable agriculture & food production
326,Wars and conflicts in the world
326,Labour conditions for suppliers / in the value chain abroad
326,Diversity
326,anti-racism & inclusive societies
326,Human rights
326,poverty and hunger in the world
326,Polarisation of opinions in society
326,Public health & well-being - people's physical and mental health / ill-health
326,Democracy
326,Safe societies
327,Climate change
327,Circular economy - recycling & reuse of materials
327,Energy issues / energy efficiency
327,Wars and conflicts in the world
327,Labour conditions for suppliers / in the value chain abroad
327,Charitable giving
327,Diversity
327,anti-racism & inclusive societies
327,Public health & well-being - people's physical and mental health / ill-health
328,Climate change
328,Wars and conflicts in the world
329,Wars and conflicts in the world
329,Public health & well-being - people's physical and mental health / ill-health
329,The country's economy
330,Climate change
330,Biodiversity - animals
330,plants & ecosystems
330,Air & water pollution
330,Labour conditions and opportunities in Sweden
330,Circular economy - recycling & reuse of materials
330,Sustainable transport
330,Energy issues / energy efficiency
330,Sustainable finance
330,Sustainable agriculture & food production
330,Wars and conflicts in the world
330,Animal health & welfare
330,Labour conditions for suppliers / in the value chain abroad
330,Ethical issues (e.g. corruption)
330,Charitable giving
330,Diversity
330,anti-racism & inclusive societies
330,Gender equality & feminism
330,Human rights
330,poverty and hunger in the world
330,Polarisation of opinions in society
330,Public health & well-being - people's physical and mental health / ill-health
330,The country's economy
330,Democracy
330,Safe societies
331,Human rights
331,poverty and hunger in the world
332,Diversity
332,anti-racism & inclusive societies
333,Climate change
333,Air & water pollution
333,Circular economy - recycling & reuse of materials
333,Energy issues / energy efficiency
333,Wars and conflicts in the world
333,Public health & well-being - people's physical and mental health / ill-health
333,The country's economy
333,Safe societies
334,Climate change
334,Biodiversity - animals
334,plants & ecosystems
334,Labour conditions and opportunities in Sweden
334,Circular economy - recycling & reuse of materials
334,Energy issues / energy efficiency
334,Wars and conflicts in the world
334,Labour conditions for suppliers / in the value chain abroad
334,Ethical issues (e.g. corruption)
334,Diversity
334,anti-racism & inclusive societies
334,Gender equality & feminism
334,Human rights
334,poverty and hunger in the world
334,Public health & well-being - people's physical and mental health / ill-health
334,The country's economy
334,Democracy
334,Safe societies
335,Climate change
335,Air & water pollution
335,Circular economy - recycling & reuse of materials
335,Energy issues / energy efficiency
335,Wars and conflicts in the world
335,The country's economy
335,Safe societies
336,Climate change
336,Air & water pollution
336,Labour conditions and opportunities in Sweden
336,Energy issues / energy efficiency
336,Wars and conflicts in the world
336,Labour conditions for suppliers / in the value chain abroad
336,Polarisation of opinions in society
336,The country's economy
336,Democracy
336,Safe societies
337,Climate change
337,Sustainable agriculture & food production
337,Wars and conflicts in the world
337,Animal health & welfare
337,Charitable giving
337,Diversity
337,anti-racism & inclusive societies
337,Gender equality & feminism
337,Public health & well-being - people's physical and mental health / ill-health
337,The country's economy
337,Democracy
337,Safe societies
338,Climate change
338,Air & water pollution
338,Sustainable transport
338,Sustainable agriculture & food production
338,Wars and conflicts in the world
338,Human rights
338,poverty and hunger in the world
338,Democracy
339,Climate change
339,Air & water pollution
339,Circular economy - recycling & reuse of materials
339,Sustainable transport
339,Sustainable finance
339,Sustainable agriculture & food production
339,Wars and conflicts in the world
339,Animal health & welfare
339,Charitable giving
339,Diversity
339,anti-racism & inclusive societies
339,Human rights
339,poverty and hunger in the world
339,Public health & well-being - people's physical and mental health / ill-health
339,Democracy
339,Safe societies
340,Climate change
340,Labour conditions and opportunities in Sweden
340,Circular economy - recycling & reuse of materials
340,Ethical issues (e.g. corruption)
340,Diversity
340,anti-racism & inclusive societies
340,Gender equality & feminism
340,Human rights
340,poverty and hunger in the world
340,Polarisation of opinions in society
340,Public health & well-being - people's physical and mental health / ill-health
341,Climate change
341,Air & water pollution
341,Labour conditions and opportunities in Sweden
341,Circular economy - recycling & reuse of materials
341,Energy issues / energy efficiency
341,Sustainable finance
341,Wars and conflicts in the world
341,Animal health & welfare
341,Ethical issues (e.g. corruption)
341,Diversity
341,anti-racism & inclusive societies
341,Gender equality & feminism
341,Public health & well-being - people's physical and mental health / ill-health
341,The country's economy
341,Safe societies
342,Climate change
342,Labour conditions and opportunities in Sweden
342,Circular economy - recycling & reuse of materials
342,Sustainable transport
342,Labour conditions for suppliers / in the value chain abroad
342,Ethical issues (e.g. corruption)
342,Human rights
342,poverty and hunger in the world
342,Public health & well-being - people's physical and mental health / ill-health
342,Safe societies
343,Wars and conflicts in the world
343,The country's economy
343,Democracy
343,Safe societies
344,Biodiversity - animals
344,plants & ecosystems
344,Air & water pollution
344,Energy issues / energy efficiency
344,Wars and conflicts in the world
344,Labour conditions for suppliers / in the value chain abroad
344,Diversity
344,anti-racism & inclusive societies
344,Human rights
344,poverty and hunger in the world
344,Polarisation of opinions in society
345,Climate change
345,Labour conditions and opportunities in Sweden
345,Sustainable agriculture & food production
345,Wars and conflicts in the world
345,Public health & well-being - people's physical and mental health / ill-health
345,The country's economy
346,None of the above
347,Climate change
347,Biodiversity - animals
347,plants & ecosystems
347,Air & water pollution
347,Circular economy - recycling & reuse of materials
347,Ethical issues (e.g. corruption)
347,Diversity
347,anti-racism & inclusive societies
347,Gender equality & feminism
347,Human rights
347,poverty and hunger in the world
347,Democracy
348,Wars and conflicts in the world
348,Public health & well-being - people's physical and mental health / ill-health
348,The country's economy
348,Democracy
348,Safe societies
349,Climate change
349,Biodiversity - animals
349,plants & ecosystems
349,Air & water pollution
349,Labour conditions and opportunities in Sweden
349,Circular economy - recycling & reuse of materials
349,Sustainable transport
349,Energy issues / energy efficiency
349,Sustainable finance
349,Sustainable agriculture & food production
349,Wars and conflicts in the world
349,Animal health & welfare
349,Labour conditions for suppliers / in the value chain abroad
349,Ethical issues (e.g. corruption)
349,Charitable giving
349,Diversity
349,anti-racism & inclusive societies
349,Gender equality & feminism
349,Human rights
349,poverty and hunger in the world
349,Polarisation of opinions in society
349,Public health & well-being - people's physical and mental health / ill-health
349,The country's economy
349,Democracy
349,Safe societies
350,Climate change
350,Labour conditions and opportunities in Sweden
350,Wars and conflicts in the world
350,Animal health & welfare
350,Labour conditions for suppliers / in the value chain abroad
350,Ethical issues (e.g. corruption)
350,Gender equality & feminism
350,Human rights
350,poverty and hunger in the world
350,Democracy
351,Air & water pollution
351,Circular economy - recycling & reuse of materials
351,Sustainable transport
352,Climate change
352,Biodiversity - animals
352,plants & ecosystems
352,Sustainable agriculture & food production
352,Wars and conflicts in the world
352,Polarisation of opinions in society
352,The country's economy
352,Democracy
352,Safe societies
353,Climate change
353,Biodiversity - animals
353,plants & ecosystems
353,Circular economy - recycling & reuse of materials
353,Wars and conflicts in the world
353,Charitable giving
353,Diversity
353,anti-racism & inclusive societies
353,Gender equality & feminism
353,Human rights
353,poverty and hunger in the world
354,Climate change
354,Circular economy - recycling & reuse of materials
354,Sustainable transport
354,Energy issues / energy efficiency
354,Sustainable finance
354,Sustainable agriculture & food production
354,Wars and conflicts in the world
354,Animal health & welfare
354,Labour conditions for suppliers / in the value chain abroad
354,Ethical issues (e.g. corruption)
354,Human rights
354,poverty and hunger in the world
354,Public health & well-being - people's physical and mental health / ill-health
354,The country's economy
354,Democracy
354,Safe societies
355,Climate change
355,Labour conditions and opportunities in Sweden
355,Wars and conflicts in the world
355,Diversity
355,anti-racism & inclusive societies
355,Public health & well-being - people's physical and mental health / ill-health
356,Climate change
356,Sustainable finance
356,Wars and conflicts in the world
356,The country's economy
356,Safe societies
357,Climate change
357,Biodiversity - animals
357,plants & ecosystems
357,Energy issues / energy efficiency
357,Wars and conflicts in the world
357,Animal health & welfare
357,Ethical issues (e.g. corruption)
357,Diversity
357,anti-racism & inclusive societies
358,Climate change
358,Biodiversity - animals
358,plants & ecosystems
358,Sustainable transport
358,Energy issues / energy efficiency
358,Sustainable finance
358,Sustainable agriculture & food production
358,Wars and conflicts in the world
358,Ethical issues (e.g. corruption)
358,Charitable giving
358,Diversity
358,anti-racism & inclusive societies
358,Human rights
358,poverty and hunger in the world
358,Public health & well-being - people's physical and mental health / ill-health
358,The country's economy
358,Democracy
359,Climate change
359,Biodiversity - animals
359,plants & ecosystems
359,Sustainable transport
359,Public health & well-being - people's physical and mental health / ill-health
359,Safe societies
360,Climate change
360,Air & water pollution
360,Labour conditions and opportunities in Sweden
360,Circular economy - recycling & reuse of materials
360,Energy issues / energy efficiency
360,Sustainable agriculture & food production
360,Labour conditions for suppliers / in the value chain abroad
360,Ethical issues (e.g. corruption)
360,Diversity
360,anti-racism & inclusive societies
360,Polarisation of opinions in society
360,The country's economy
361,Climate change
361,Labour conditions and opportunities in Sweden
361,Wars and conflicts in the world
361,Labour conditions for suppliers / in the value chain abroad
361,Ethical issues (e.g. corruption)
361,Human rights
361,poverty and hunger in the world
361,Public health & well-being - people's physical and mental health / ill-health
361,Democracy
362,Labour conditions and opportunities in Sweden
362,Circular economy - recycling & reuse of materials
362,Energy issues / energy efficiency
362,Sustainable agriculture & food production
362,Animal health & welfare
362,Labour conditions for suppliers / in the value chain abroad
362,Gender equality & feminism
362,Public health & well-being - people's physical and mental health / ill-health
363,Climate change
363,Ethical issues (e.g. corruption)
363,Human rights
363,poverty and hunger in the world
363,Democracy
364,Climate change
364,Biodiversity - animals
364,plants & ecosystems
364,Labour conditions and opportunities in Sweden
364,Circular economy - recycling & reuse of materials
364,Sustainable transport
364,Sustainable agriculture & food production
364,Wars and conflicts in the world
364,Animal health & welfare
364,Labour conditions for suppliers / in the value chain abroad
364,Ethical issues (e.g. corruption)
364,Diversity
364,anti-racism & inclusive societies
364,Gender equality & feminism
364,Human rights
364,poverty and hunger in the world
364,Polarisation of opinions in society
364,Public health & well-being - people's physical and mental health / ill-health
364,Other:
365,Climate change
365,Biodiversity - animals
365,plants & ecosystems
365,Circular economy - recycling & reuse of materials
365,Sustainable agriculture & food production
365,Wars and conflicts in the world
365,Animal health & welfare
365,Ethical issues (e.g. corruption)
365,Charitable giving
365,Gender equality & feminism
365,Human rights
365,poverty and hunger in the world
365,Safe societies
366,Climate change
366,Biodiversity - animals
366,plants & ecosystems
366,Air & water pollution
366,Labour conditions and opportunities in Sweden
366,Circular economy - recycling & reuse of materials
366,Sustainable transport
366,Energy issues / energy efficiency
366,Sustainable finance
366,Sustainable agriculture & food production
366,Wars and conflicts in the world
366,Animal health & welfare
366,Labour conditions for suppliers / in the value chain abroad
366,Ethical issues (e.g. corruption)
366,Charitable giving
366,Diversity
366,anti-racism & inclusive societies
366,Gender equality & feminism
366,Human rights
366,poverty and hunger in the world
366,Polarisation of opinions in society
366,Public health & well-being - people's physical and mental health / ill-health
366,The country's economy
366,Democracy
366,Safe societies
368,Biodiversity - animals
368,plants & ecosystems
368,Circular economy - recycling & reuse of materials
368,Sustainable transport
368,Energy issues / energy efficiency
368,Sustainable finance
368,Wars and conflicts in the world
368,Animal health & welfare
368,Ethical issues (e.g. corruption)
368,Diversity
368,anti-racism & inclusive societies
368,Human rights
368,poverty and hunger in the world
368,Public health & well-being - people's physical and mental health / ill-health
368,Safe societies
369,Climate change
369,Air & water pollution
369,Labour conditions and opportunities in Sweden
369,Circular economy - recycling & reuse of materials
369,Sustainable agriculture & food production
369,Wars and conflicts in the world
369,Ethical issues (e.g. corruption)
369,Diversity
369,anti-racism & inclusive societies
369,Human rights
369,poverty and hunger in the world
369,Public health & well-being - people's physical and mental health / ill-health
369,Democracy
369,Safe societies
370,Ethical issues (e.g. corruption)
370,Democracy
371,Polarisation of opinions in society
371,Public health & well-being - people's physical and mental health / ill-health
371,The country's economy
372,Climate change
372,Air & water pollution
372,Wars and conflicts in the world
372,Animal health & welfare
372,Charitable giving
372,Diversity
372,anti-racism & inclusive societies
372,Gender equality & feminism
372,Human rights
372,poverty and hunger in the world
372,Public health & well-being - people's physical and mental health / ill-health
372,The country's economy
372,Democracy
372,Safe societies
373,Climate change
373,Circular economy - recycling & reuse of materials
373,Energy issues / energy efficiency
373,Public health & well-being - people's physical and mental health / ill-health
373,Safe societies
374,Climate change
374,Labour conditions and opportunities in Sweden
374,Circular economy - recycling & reuse of materials
374,Energy issues / energy efficiency
374,Sustainable finance
374,Wars and conflicts in the world
374,Labour conditions for suppliers / in the value chain abroad
374,Ethical issues (e.g. corruption)
374,Diversity
374,anti-racism & inclusive societies
374,Gender equality & feminism
374,Human rights
374,poverty and hunger in the world
374,Polarisation of opinions in society
374,The country's economy
374,Democracy
374,Safe societies
375,Labour conditions and opportunities in Sweden
375,Energy issues / energy efficiency
375,Wars and conflicts in the world
375,Labour conditions for suppliers / in the value chain abroad
375,Ethical issues (e.g. corruption)
375,Diversity
375,anti-racism & inclusive societies
375,Gender equality & feminism
375,Human rights
375,poverty and hunger in the world
375,The country's economy
375,Democracy
376,Climate change
376,Wars and conflicts in the world
376,Ethical issues (e.g. corruption)
377,Climate change
378,Circular economy - recycling & reuse of materials
378,Energy issues / energy efficiency
378,Sustainable agriculture & food production
378,Diversity
378,anti-racism & inclusive societies
378,Public health & well-being - people's physical and mental health / ill-health
378,Democracy
378,Safe societies
379,Climate change
379,Biodiversity - animals
379,plants & ecosystems
379,Air & water pollution
379,Circular economy - recycling & reuse of materials
379,Energy issues / energy efficiency
379,Sustainable agriculture & food production
379,Wars and conflicts in the world
379,Animal health & welfare
379,Polarisation of opinions in society
379,Public health & well-being - people's physical and mental health / ill-health
379,Democracy
380,Biodiversity - animals
380,plants & ecosystems
380,Sustainable transport
380,Sustainable finance
381,Circular economy - recycling & reuse of materials
381,Energy issues / energy efficiency
381,Wars and conflicts in the world
381,The country's economy
381,Safe societies
382,None of the above
383,Air & water pollution
383,Wars and conflicts in the world
383,Democracy
384,Climate change
384,Animal health & welfare
384,Diversity
384,anti-racism & inclusive societies
384,Polarisation of opinions in society
384,Public health & well-being - people's physical and mental health / ill-health
385,Climate change
385,Circular economy - recycling & reuse of materials
385,Energy issues / energy efficiency
385,Wars and conflicts in the world
385,Labour conditions for suppliers / in the value chain abroad
385,Diversity
385,anti-racism & inclusive societies
385,Public health & well-being - people's physical and mental health / ill-health
385,The country's economy
386,Sustainable finance
386,Public health & well-being - people's physical and mental health / ill-health
387,Climate change
387,Biodiversity - animals
387,plants & ecosystems
387,Air & water pollution
387,Sustainable finance
387,Wars and conflicts in the world
387,Ethical issues (e.g. corruption)
387,Human rights
387,poverty and hunger in the world
387,Public health & well-being - people's physical and mental health / ill-health
387,The country's economy
387,Safe societies
388,Climate change
388,Circular economy - recycling & reuse of materials
388,Sustainable finance
388,Sustainable agriculture & food production
388,Wars and conflicts in the world
388,The country's economy
388,Democracy
389,Circular economy - recycling & reuse of materials
389,Energy issues / energy efficiency
389,Wars and conflicts in the world
389,Labour conditions for suppliers / in the value chain abroad
389,Ethical issues (e.g. corruption)
389,Human rights
389,poverty and hunger in the world
389,Polarisation of opinions in society
389,Democracy
389,Safe societies
390,None of the above
391,Climate change
391,Biodiversity - animals
391,plants & ecosystems
391,Circular economy - recycling & reuse of materials
391,Sustainable transport
391,Energy issues / energy efficiency
391,Sustainable agriculture & food production
391,Animal health & welfare
391,Labour conditions for suppliers / in the value chain abroad
391,Public health & well-being - people's physical and mental health / ill-health
392,Circular economy - recycling & reuse of materials
392,The country's economy
392,Safe societies
393,Labour conditions and opportunities in Sweden
393,Sustainable transport
393,Energy issues / energy efficiency
393,Sustainable agriculture & food production
393,Wars and conflicts in the world
393,Ethical issues (e.g. corruption)
393,Diversity
393,anti-racism & inclusive societies
393,Gender equality & feminism
393,Human rights
393,poverty and hunger in the world
393,Public health & well-being - people's physical and mental health / ill-health
393,Democracy
393,Safe societies
394,Climate change
394,Biodiversity - animals
394,plants & ecosystems
394,Air & water pollution
394,Labour conditions and opportunities in Sweden
394,Circular economy - recycling & reuse of materials
394,Sustainable transport
394,Energy issues / energy efficiency
394,Sustainable finance
394,Sustainable agriculture & food production
394,Wars and conflicts in the world
394,Animal health & welfare
394,Labour conditions for suppliers / in the value chain abroad
394,Ethical issues (e.g. corruption)
394,Diversity
394,anti-racism & inclusive societies
394,Gender equality & feminism
394,Human rights
394,poverty and hunger in the world
394,Polarisation of opinions in society
394,Public health & well-being - people's physical and mental health / ill-health
394,The country's economy
394,Democracy
394,Safe societies
395,Ethical issues (e.g. corruption)
396,Biodiversity - animals
396,plants & ecosystems
396,Air & water pollution
396,Labour conditions and opportunities in Sweden
396,Sustainable transport
396,Energy issues / energy efficiency
396,Sustainable agriculture & food production
396,Wars and conflicts in the world
396,Ethical issues (e.g. corruption)
396,Charitable giving
396,Diversity
396,anti-racism & inclusive societies
396,Gender equality & feminism
396,Human rights
396,poverty and hunger in the world
396,Public health & well-being - people's physical and mental health / ill-health
396,The country's economy
396,Democracy
397,Biodiversity - animals
397,plants & ecosystems
397,Labour conditions and opportunities in Sweden
397,Wars and conflicts in the world
397,Ethical issues (e.g. corruption)
397,Charitable giving
397,Diversity
397,anti-racism & inclusive societies
397,The country's economy
398,Circular economy - recycling & reuse of materials
398,Sustainable transport
398,Ethical issues (e.g. corruption)
398,Democracy
399,Sustainable transport
399,Energy issues / energy efficiency
399,Wars and conflicts in the world
399,Public health & well-being - people's physical and mental health / ill-health
400,Climate change
400,Sustainable transport
400,Wars and conflicts in the world
400,Gender equality & feminism
400,Human rights
400,poverty and hunger in the world
401,Labour conditions and opportunities in Sweden
401,Sustainable finance
401,Polarisation of opinions in society
401,Public health & well-being - people's physical and mental health / ill-health
401,Safe societies
402,Wars and conflicts in the world
402,Charitable giving
402,Gender equality & feminism
402,Human rights
402,poverty and hunger in the world
402,Democracy
402,Safe societies
403,Climate change
403,Biodiversity - animals
403,plants & ecosystems
403,Sustainable transport
403,Wars and conflicts in the world
403,Animal health & welfare
403,Public health & well-being - people's physical and mental health / ill-health
403,The country's economy
403,Democracy
403,Safe societies
405,None of the above
406,Climate change
406,Biodiversity - animals
406,plants & ecosystems
406,Air & water pollution
406,Labour conditions and opportunities in Sweden
406,Circular economy - recycling & reuse of materials
406,Sustainable transport
406,Energy issues / energy efficiency
406,Sustainable finance
406,Sustainable agriculture & food production
406,Wars and conflicts in the world
406,Animal health & welfare
406,Labour conditions for suppliers / in the value chain abroad
406,Ethical issues (e.g. corruption)
406,Charitable giving
406,Diversity
406,anti-racism & inclusive societies
406,Gender equality & feminism
406,Human rights
406,poverty and hunger in the world
406,Polarisation of opinions in society
406,Public health & well-being - people's physical and mental health / ill-health
406,The country's economy
406,Democracy
406,Safe societies
407,Climate change
407,Air & water pollution
407,Circular economy - recycling & reuse of materials
407,Sustainable transport
407,Energy issues / energy efficiency
407,Sustainable finance
407,Ethical issues (e.g. corruption)
407,Diversity
407,anti-racism & inclusive societies
407,Gender equality & feminism
407,Polarisation of opinions in society
407,Public health & well-being - people's physical and mental health / ill-health
407,Democracy
407,Safe societies
408,Climate change
408,Diversity
408,anti-racism & inclusive societies
408,Gender equality & feminism
409,Climate change
409,Labour conditions and opportunities in Sweden
409,Circular economy - recycling & reuse of materials
409,Sustainable transport
409,Sustainable finance
409,Wars and conflicts in the world
409,Labour conditions for suppliers / in the value chain abroad
409,Polarisation of opinions in society
409,The country's economy
411,Climate change
411,Labour conditions and opportunities in Sweden
411,Wars and conflicts in the world
411,Polarisation of opinions in society
411,Public health & well-being - people's physical and mental health / ill-health
412,Climate change
412,Biodiversity - animals
412,plants & ecosystems
412,Air & water pollution
412,Labour conditions and opportunities in Sweden
412,Energy issues / energy efficiency
412,Sustainable finance
412,Sustainable agriculture & food production
412,Wars and conflicts in the world
412,Animal health & welfare
412,Ethical issues (e.g. corruption)
412,Human rights
412,poverty and hunger in the world
412,Polarisation of opinions in society
412,Public health & well-being - people's physical and mental health / ill-health
412,The country's economy
412,Democracy
413,Climate change
413,Sustainable transport
413,Energy issues / energy efficiency
413,Wars and conflicts in the world
413,Polarisation of opinions in society
413,Democracy
414,Climate change
414,Labour conditions and opportunities in Sweden
414,Circular economy - recycling & reuse of materials
414,Sustainable transport
414,Energy issues / energy efficiency
414,Sustainable finance
414,Labour conditions for suppliers / in the value chain abroad
414,Human rights
414,poverty and hunger in the world
414,The country's economy
415,Climate change
415,Biodiversity - animals
415,plants & ecosystems
415,Air & water pollution
415,Labour conditions and opportunities in Sweden
415,Circular economy - recycling & reuse of materials
415,Sustainable transport
415,Energy issues / energy efficiency
415,Sustainable finance
415,Sustainable agriculture & food production
415,Wars and conflicts in the world
415,Animal health & welfare
