respondent_id,brand,perception_type,perception
2,,social,2
3,,social,Don´t know
4,,social,4
5,,social,4
6,,social,4
7,,social,3
8,,social,4
9,,social,5
10,,social,3
11,,social,3
13,,social,4
14,,social,4
15,,social,4
16,,social,5
17,,social,1
18,,social,3
19,,social,3
20,,social,4
21,,social,3
22,,social,4
23,,social,3
24,,social,4
25,,social,5
26,,social,3
27,,social,3
28,,social,3
29,,social,Don´t know
30,,social,5
31,,social,3
32,,social,2
33,,social,3
34,,social,4
35,,social,5
37,,social,5
38,,social,5
39,,social,5
40,,social,5
41,,social,3
42,,social,3
43,,social,5
44,,social,5
46,,social,3
47,,social,3
48,,social,4
49,,social,3
50,,social,2
51,,social,4
52,,social,4
53,,social,5
54,,social,Don´t know
55,,social,5
56,,social,Don´t know
57,,social,3
58,,social,Don´t know
59,,social,4
60,,social,3
61,,social,4
62,,social,5
63,,social,3
64,,social,3
65,,social,4
66,,social,3
67,,social,2
68,,social,2
69,,social,2
71,,social,2
72,,social,5
73,,social,4
74,,social,5
75,,social,2
76,,social,4
77,,social,1
78,,social,Don´t know
79,,social,4
80,,social,3
82,,social,3
84,,social,2
85,,social,3
86,,social,2
88,,social,3
89,,social,2
90,,social,4
91,,social,4
92,,social,3
93,,social,2
94,,social,4
95,,social,Don´t know
96,,social,3
97,,social,3
98,,social,3
99,,social,4
100,,social,2
101,,social,3
102,,social,4
104,,social,2
105,,social,5
106,,social,4
107,,social,4
108,,social,4
109,,social,3
110,,social,4
111,,social,5
112,,social,4
114,,social,5
115,,social,4
116,,social,4
117,,social,5
118,,social,3
119,,social,2
120,,social,4
121,,social,4
122,,social,3
123,,social,4
124,,social,4
125,,social,2
126,,social,4
127,,social,3
128,,social,3
129,,social,4
130,,social,3
131,,social,4
132,,social,3
133,,social,4
134,,social,3
135,,social,4
136,,social,2
137,,social,2
138,,social,3
139,,social,1
140,,social,3
141,,social,4
142,,social,4
143,,social,4
144,,social,3
145,,social,5
146,,social,4
147,,social,4
148,,social,4
149,,social,3
150,,social,1
151,,social,4
153,,social,5
154,,social,4
155,,social,5
156,,social,4
158,,social,Don´t know
159,,social,Don´t know
160,,social,2
161,,social,4
162,,social,3
163,,social,4
164,,social,Don´t know
165,,social,3
166,,social,4
167,,social,4
168,,social,4
169,,social,3
170,,social,3
171,,social,2
172,,social,3
173,,social,4
174,,social,4
175,,social,5
176,,social,4
177,,social,3
178,,social,3
179,,social,4
180,,social,3
181,,social,4
182,,social,4
183,,social,5
184,,social,5
185,,social,5
186,,social,4
187,,social,3
188,,social,3
189,,social,2
190,,social,4
191,,social,4
192,,social,Don´t know
193,,social,2
194,,social,4
195,,social,3
196,,social,4
197,,social,4
198,,social,1
199,,social,2
200,,social,3
201,,social,Don´t know
202,,social,3
203,,social,3
204,,social,4
205,,social,4
206,,social,4
207,,social,4
208,,social,3
209,,social,4
210,,social,4
211,,social,5
212,,social,5
213,,social,3
214,,social,1
215,,social,4
216,,social,3
217,,social,3
218,,social,3
219,,social,2
220,,social,4
221,,social,3
222,,social,3
223,,social,3
224,,social,4
225,,social,Don´t know
226,,social,3
227,,social,5
228,,social,4
229,,social,1
230,,social,3
231,,social,3
232,,social,4
233,,social,3
234,,social,4
235,,social,2
236,,social,3
237,,social,3
238,,social,4
239,,social,4
240,,social,4
241,,social,3
242,,social,3
243,,social,2
244,,social,3
245,,social,4
246,,social,2
247,,social,3
248,,social,4
249,,social,3
250,,social,4
251,,social,2
252,,social,1
253,,social,4
254,,social,4
255,,social,2
256,,social,3
257,,social,5
258,,social,5
259,,social,2
260,,social,4
261,,social,5
262,,social,1
263,,social,4
264,,social,3
265,,social,3
266,,social,4
267,,social,3
268,,social,3
269,,social,5
270,,social,2
271,,social,4
272,,social,4
273,,social,Don´t know
274,,social,4
275,,social,4
276,,social,4
277,,social,5
278,,social,4
279,,social,4
280,,social,3
281,,social,4
282,,social,2
283,,social,4
284,,social,2
285,,social,4
286,,social,4
287,,social,Don´t know
288,,social,3
289,,social,4
290,,social,3
291,,social,3
292,,social,4
293,,social,3
294,,social,3
295,,social,5
296,,social,4
297,,social,2
298,,social,5
299,,social,3
300,,social,1
301,,social,4
302,,social,4
304,,social,5
305,,social,1
306,,social,4
307,,social,3
308,,social,4
309,,social,4
310,,social,3
311,,social,3
312,,social,4
313,,social,4
314,,social,3
315,,social,4
316,,social,4
317,,social,3
318,,social,Don´t know
319,,social,5
320,,social,4
321,,social,5
322,,social,4
323,,social,5
324,,social,4
325,,social,4
326,,social,4
327,,social,4
328,,social,2
329,,social,4
331,,social,2
332,,social,1
333,,social,2
334,,social,4
335,,social,2
336,,social,4
337,,social,5
338,,social,4
339,,social,4
340,,social,4
341,,social,3
342,,social,5
343,,social,3
344,,social,4
345,,social,4
346,,social,1
347,,social,4
348,,social,Don´t know
349,,social,5
350,,social,4
351,,social,3
352,,social,4
353,,social,4
354,,social,4
355,,social,3
356,,social,4
357,,social,2
358,,social,1
359,,social,4
360,,social,5
361,,social,4
362,,social,1
363,,social,3
364,,social,4
365,,social,5
366,,social,5
367,,social,4
368,,social,2
369,,social,4
370,,social,3
371,,social,2
372,,social,5
373,,social,4
374,,social,4
375,,social,2
376,,social,Don´t know
377,,social,4
378,,social,4
379,,social,4
380,,social,3
381,,social,3
382,,social,3
383,,social,3
384,,social,4
385,,social,3
386,,social,3
387,,social,2
388,,social,4
389,,social,4
390,,social,5
391,,social,3
392,,social,3
393,,social,4
394,,social,4
395,,social,3
396,,social,4
397,,social,4
398,,social,4
399,,social,4
400,,social,4
402,,social,2
403,,social,3
405,,social,2
406,,social,3
407,,social,5
408,,social,4
409,,social,3
410,,social,5
411,,social,4
412,,social,4
413,,social,4
414,,social,4
415,,social,4
416,,social,5
417,,social,1
418,,social,3
419,,social,4
420,,social,5
421,,social,4
422,,social,4
423,,social,3
424,,social,3
425,,social,2
427,,social,4
428,,social,3
429,,social,1
430,,social,4
431,,social,Don´t know
432,,social,1
433,,social,4
434,,social,Don´t know
435,,social,4
436,,social,4
437,,social,2
438,,social,4
439,,social,4
440,,social,1
441,,social,2
442,,social,5
443,,social,2
444,,social,3
445,,social,4
446,,social,3
447,,social,3
448,,social,5
449,,social,3
450,,social,5
451,,social,3
452,,social,3
453,,social,4
454,,social,4
455,,social,4
456,,social,3
457,,social,4
458,,social,3
459,,social,3
460,,social,4
461,,social,3
462,,social,4
464,,social,3
465,,social,4
466,,social,4
467,,social,4
468,,social,3
469,,social,Don´t know
470,,social,3
471,,social,4
472,,social,4
473,,social,4
474,,social,2
475,,social,1
476,,social,4
477,,social,4
478,,social,4
480,,social,3
481,,social,4
482,,social,3
483,,social,4
484,,social,4
485,,social,5
486,,social,4
487,,social,4
488,,social,Don´t know
489,,social,4
490,,social,4
491,,social,4
492,,social,3
493,,social,4
494,,social,Don´t know
495,,social,4
496,,social,3
497,,social,4
498,,social,3
499,,social,3
500,,social,4
501,,social,3
502,,social,1
503,,social,3
504,,social,3
505,,social,3
506,,social,4
507,,social,4
508,,social,2
509,,social,1
510,,social,2
511,,social,1
512,,social,3
513,,social,1
514,,social,5
515,,social,5
516,,social,2
517,,social,4
518,,social,3
519,,social,3
520,,social,2
521,,social,4
522,,social,3
523,,social,4
524,,social,4
525,,social,3
526,,social,3
527,,social,3
528,,social,3
529,,social,3
530,,social,Don´t know
531,,social,1
532,,social,4
533,,social,1
534,,social,3
535,,social,2
536,,social,4
537,,social,4
538,,social,3
539,,social,4
540,,social,1
541,,social,4
542,,social,3
543,,social,Don´t know
544,,social,3
545,,social,Don´t know
546,,social,Don´t know
547,,social,4
548,,social,4
549,,social,3
550,,social,4
551,,social,3
552,,social,4
553,,social,3
554,,social,4
555,,social,Don´t know
556,,social,4
557,,social,4
558,,social,3
559,,social,4
560,,social,5
561,,social,4
563,,social,3
564,,social,4
565,,social,4
566,,social,3
567,,social,3
568,,social,4
569,,social,4
570,,social,Don´t know
571,,social,4
572,,social,4
573,,social,4
574,,social,Don´t know
575,,social,3
576,,social,3
577,,social,4
578,,social,4
579,,social,5
580,,social,Don´t know
581,,social,4
582,,social,5
583,,social,1
584,,social,3
585,,social,4
586,,social,4
587,,social,3
588,,social,Don´t know
589,,social,3
590,,social,4
591,,social,4
592,,social,1
593,,social,4
594,,social,4
595,,social,3
596,,social,2
598,,social,4
599,,social,4
600,,social,4
601,,social,3
602,,social,5
603,,social,3
604,,social,4
605,,social,1
606,,social,3
607,,social,2
608,,social,4
609,,social,4
610,,social,5
611,,social,1
612,,social,3
613,,social,4
614,,social,4
615,,social,3
616,,social,2
617,,social,4
618,,social,4
619,,social,2
620,,social,3
621,,social,2
622,,social,3
623,,social,4
624,,social,3
625,,social,3
626,,social,4
627,,social,1
628,,social,2
629,,social,2
630,,social,3
631,,social,Don´t know
632,,social,Don´t know
633,,social,3
634,,social,4
636,,social,3
637,,social,5
638,,social,3
639,,social,Don´t know
640,,social,4
641,,social,4
642,,social,4
643,,social,3
644,,social,4
646,,social,3
647,,social,Don´t know
648,,social,3
649,,social,4
650,,social,5
1,,social,Rarely
2,,social,Often
3,,social,Rarely
4,,social,Often
5,,social,Occasionally
6,,social,Occasionally
7,,social,Occasionally
8,,social,Rarely
9,,social,Often
10,,social,Rarely
11,,social,Occasionally
12,,social,Occasionally
13,,social,Often
14,,social,Occasionally
15,,social,Often
16,,social,Often
17,,social,Rarely
18,,social,Rarely
19,,social,Occasionally
20,,social,Often
21,,social,Occasionally
22,,social,Occasionally
23,,social,Occasionally
24,,social,Occasionally
25,,social,Occasionally
26,,social,Rarely
27,,social,Occasionally
28,,social,Rarely
29,,social,Occasionally
30,,social,Often
31,,social,Occasionally
32,,social,Occasionally
33,,social,Often
34,,social,Often
35,,social,Often
36,,social,Occasionally
37,,social,Often
38,,social,Occasionally
39,,social,Often
40,,social,Occasionally
41,,social,Rarely
42,,social,Occasionally
43,,social,Often
44,,social,Occasionally
45,,social,Rarely
46,,social,Occasionally
47,,social,Rarely
48,,social,Occasionally
49,,social,Occasionally
50,,social,Rarely
51,,social,Often
52,,social,Often
53,,social,Often
54,,social,Occasionally
55,,social,Often
56,,social,Rarely
57,,social,Occasionally
58,,social,Rarely
59,,social,Occasionally
60,,social,Often
61,,social,Occasionally
62,,social,Often
63,,social,Occasionally
64,,social,Rarely
65,,social,Occasionally
66,,social,Occasionally
67,,social,Rarely
68,,social,Rarely
69,,social,Rarely
70,,social,Often
71,,social,Rarely
72,,social,Occasionally
73,,social,Often
74,,social,Often
75,,social,Often
76,,social,Occasionally
77,,social,Occasionally
78,,social,Rarely
79,,social,Occasionally
80,,social,Often
81,,social,Often
82,,social,Occasionally
83,,social,Occasionally
84,,social,Rarely
85,,social,Often
86,,social,Rarely
87,,social,Occasionally
88,,social,Occasionally
89,,social,Rarely
90,,social,Occasionally
91,,social,Often
92,,social,Often
93,,social,Occasionally
94,,social,Occasionally
95,,social,Occasionally
96,,social,Occasionally
97,,social,Occasionally
98,,social,Occasionally
99,,social,Occasionally
100,,social,Occasionally
101,,social,Occasionally
102,,social,Occasionally
103,,social,Rarely
104,,social,Rarely
105,,social,Occasionally
106,,social,Often
107,,social,Often
108,,social,Occasionally
109,,social,Rarely
110,,social,Occasionally
111,,social,Occasionally
112,,social,Occasionally
113,,social,Occasionally
114,,social,Often
115,,social,Occasionally
116,,social,Occasionally
117,,social,Often
118,,social,Rarely
119,,social,Often
120,,social,Occasionally
121,,social,Occasionally
122,,social,Rarely
123,,social,Occasionally
124,,social,Occasionally
125,,social,Occasionally
126,,social,Occasionally
127,,social,Occasionally
128,,social,Often
129,,social,Occasionally
130,,social,Occasionally
131,,social,Often
132,,social,Often
133,,social,Often
134,,social,Occasionally
135,,social,Occasionally
136,,social,Occasionally
137,,social,Rarely
138,,social,Occasionally
139,,social,Rarely
140,,social,Occasionally
141,,social,Occasionally
142,,social,Rarely
143,,social,Often
144,,social,Occasionally
145,,social,Occasionally
146,,social,Occasionally
147,,social,Often
148,,social,Often
149,,social,Occasionally
150,,social,Rarely
151,,social,Occasionally
152,,social,Rarely
153,,social,Often
154,,social,Occasionally
155,,social,Often
156,,social,Occasionally
157,,social,Often
158,,social,Occasionally
159,,social,Rarely
160,,social,Occasionally
161,,social,Often
162,,social,Occasionally
163,,social,Often
164,,social,Occasionally
165,,social,Often
166,,social,Occasionally
167,,social,Occasionally
168,,social,Occasionally
169,,social,Occasionally
170,,social,Occasionally
171,,social,Rarely
172,,social,Occasionally
173,,social,Often
174,,social,Often
175,,social,Occasionally
176,,social,Occasionally
177,,social,Occasionally
178,,social,Occasionally
179,,social,Often
180,,social,Occasionally
181,,social,Occasionally
182,,social,Often
183,,social,Often
184,,social,Often
185,,social,Often
186,,social,Often
187,,social,Occasionally
188,,social,Occasionally
189,,social,Rarely
190,,social,Often
191,,social,Occasionally
192,,social,Rarely
193,,social,Rarely
194,,social,Often
195,,social,Occasionally
196,,social,Occasionally
197,,social,Occasionally
198,,social,Often
199,,social,Rarely
200,,social,Rarely
201,,social,Rarely
202,,social,Rarely
203,,social,Often
204,,social,Often
205,,social,Occasionally
206,,social,Often
207,,social,Occasionally
208,,social,Occasionally
209,,social,Often
210,,social,Occasionally
211,,social,Often
212,,social,Often
213,,social,Occasionally
214,,social,Rarely
215,,social,Rarely
216,,social,Rarely
217,,social,Often
218,,social,Occasionally
219,,social,Rarely
220,,social,Often
221,,social,Often
222,,social,Rarely
223,,social,Rarely
224,,social,Often
225,,social,Occasionally
226,,social,Often
227,,social,Often
228,,social,Occasionally
229,,social,Occasionally
230,,social,Occasionally
231,,social,Occasionally
232,,social,Occasionally
233,,social,Occasionally
234,,social,Occasionally
235,,social,Occasionally
236,,social,Occasionally
237,,social,Often
238,,social,Occasionally
239,,social,Occasionally
240,,social,Occasionally
241,,social,Occasionally
242,,social,Rarely
243,,social,Rarely
244,,social,Occasionally
245,,social,Often
246,,social,Rarely
247,,social,Occasionally
248,,social,Often
249,,social,Rarely
250,,social,Often
251,,social,Occasionally
252,,social,Occasionally
253,,social,Occasionally
254,,social,Occasionally
255,,social,Occasionally
256,,social,Occasionally
257,,social,Often
258,,social,Occasionally
259,,social,Occasionally
260,,social,Often
261,,social,Often
262,,social,Rarely
263,,social,Occasionally
264,,social,Occasionally
265,,social,Occasionally
266,,social,Often
267,,social,Rarely
268,,social,Rarely
269,,social,Often
270,,social,Occasionally
271,,social,Often
272,,social,Often
273,,social,Occasionally
274,,social,Often
275,,social,Occasionally
276,,social,Occasionally
277,,social,Occasionally
278,,social,Occasionally
279,,social,Occasionally
280,,social,Often
281,,social,Often
282,,social,Rarely
283,,social,Occasionally
284,,social,Rarely
285,,social,Occasionally
286,,social,Rarely
287,,social,Rarely
288,,social,Occasionally
289,,social,Often
290,,social,Occasionally
291,,social,Rarely
292,,social,Often
293,,social,Occasionally
294,,social,Occasionally
295,,social,Often
296,,social,Occasionally
297,,social,Occasionally
298,,social,Often
299,,social,Occasionally
300,,social,Rarely
301,,social,Often
302,,social,Often
303,,social,Occasionally
304,,social,Often
305,,social,Often
306,,social,Often
307,,social,Occasionally
308,,social,Often
309,,social,Often
310,,social,Often
311,,social,Occasionally
312,,social,Occasionally
313,,social,Often
314,,social,Often
315,,social,Often
316,,social,Rarely
317,,social,Often
318,,social,Occasionally
319,,social,Often
320,,social,Often
321,,social,Often
322,,social,Often
323,,social,Often
324,,social,Often
325,,social,Often
326,,social,Often
327,,social,Occasionally
328,,social,Rarely
329,,social,Occasionally
330,,social,Occasionally
331,,social,Rarely
332,,social,Occasionally
333,,social,Rarely
334,,social,Occasionally
335,,social,Occasionally
336,,social,Occasionally
337,,social,Often
338,,social,Occasionally
339,,social,Occasionally
340,,social,Occasionally
341,,social,Often
342,,social,Often
343,,social,Rarely
344,,social,Occasionally
345,,social,Occasionally
346,,social,Rarely
347,,social,Occasionally
348,,social,Occasionally
349,,social,Often
350,,social,Occasionally
351,,social,Rarely
352,,social,Often
353,,social,Often
354,,social,Occasionally
355,,social,Occasionally
356,,social,Rarely
357,,social,Occasionally
358,,social,Occasionally
359,,social,Often
360,,social,Often
361,,social,Occasionally
362,,social,Occasionally
363,,social,Occasionally
364,,social,Occasionally
365,,social,Often
366,,social,Often
368,,social,Occasionally
369,,social,Occasionally
370,,social,Rarely
371,,social,Rarely
372,,social,Often
373,,social,Occasionally
374,,social,Occasionally
375,,social,Occasionally
376,,social,Rarely
377,,social,Occasionally
378,,social,Occasionally
379,,social,Often
380,,social,Occasionally
381,,social,Rarely
382,,social,Rarely
383,,social,Occasionally
384,,social,Occasionally
385,,social,Occasionally
386,,social,Rarely
387,,social,Rarely
388,,social,Occasionally
389,,social,Occasionally
390,,social,Occasionally
391,,social,Often
392,,social,Occasionally
393,,social,Occasionally
394,,social,Often
395,,social,Occasionally
396,,social,Often
397,,social,Occasionally
398,,social,Often
399,,social,Occasionally
400,,social,Often
401,,social,Occasionally
402,,social,Rarely
403,,social,Occasionally
404,,social,Often
405,,social,Rarely
406,,social,Occasionally
407,,social,Often
408,,social,Occasionally
409,,social,Occasionally
410,,social,Never
411,,social,Occasionally
412,,social,Occasionally
413,,social,Often
414,,social,Often
415,,social,Often
416,,social,Often
417,,social,Never
418,,social,Occasionally
419,,social,Occasionally
420,,social,Occasionally
421,,social,Often
422,,social,Occasionally
423,,social,Occasionally
424,,social,Occasionally
425,,social,Occasionally
426,,social,Occasionally
427,,social,Often
428,,social,Occasionally
429,,social,Often
430,,social,Often
431,,social,Never
432,,social,Often
433,,social,Often
434,,social,Occasionally
435,,social,Occasionally
436,,social,Never
437,,social,Rarely
438,,social,Rarely
439,,social,Occasionally
440,,social,Rarely
441,,social,Rarely
442,,social,Occasionally
443,,social,Occasionally
444,,social,Occasionally
445,,social,Occasionally
447,,social,Occasionally
448,,social,Occasionally
449,,social,Rarely
450,,social,Occasionally
451,,social,Occasionally
452,,social,Rarely
453,,social,Occasionally
454,,social,Occasionally
455,,social,Occasionally
456,,social,Occasionally
457,,social,Occasionally
458,,social,Occasionally
459,,social,Occasionally
460,,social,Occasionally
461,,social,Often
462,,social,Occasionally
463,,social,Rarely
464,,social,Rarely
465,,social,Often
466,,social,Occasionally
467,,social,Occasionally
468,,social,Occasionally
469,,social,Often
470,,social,Occasionally
471,,social,Occasionally
472,,social,Occasionally
473,,social,Rarely
474,,social,Occasionally
475,,social,Never
476,,social,Occasionally
477,,social,Occasionally
478,,social,Occasionally
479,,social,Often
480,,social,Occasionally
481,,social,Occasionally
482,,social,Often
483,,social,Often
484,,social,Often
485,,social,Often
486,,social,Often
487,,social,Occasionally
488,,social,Rarely
489,,social,Occasionally
490,,social,Occasionally
491,,social,Occasionally
492,,social,Rarely
493,,social,Occasionally
494,,social,Rarely
495,,social,Often
496,,social,Occasionally
497,,social,Rarely
498,,social,Occasionally
499,,social,Occasionally
500,,social,Often
501,,social,Occasionally
502,,social,Occasionally
503,,social,Often
504,,social,Occasionally
505,,social,Occasionally
506,,social,Often
507,,social,Occasionally
508,,social,Rarely
509,,social,Occasionally
510,,social,Occasionally
511,,social,Never
512,,social,Rarely
513,,social,Rarely
514,,social,Often
515,,social,Often
517,,social,Occasionally
518,,social,Rarely
519,,social,Rarely
520,,social,Often
521,,social,Often
522,,social,Rarely
523,,social,Often
524,,social,Often
525,,social,Often
526,,social,Rarely
527,,social,Rarely
528,,social,Rarely
529,,social,Occasionally
530,,social,Rarely
532,,social,Often
533,,social,Never
534,,social,Occasionally
535,,social,Rarely
536,,social,Occasionally
537,,social,Rarely
538,,social,Occasionally
539,,social,Occasionally
540,,social,Never
541,,social,Occasionally
542,,social,Occasionally
543,,social,Rarely
544,,social,Occasionally
545,,social,Often
546,,social,Occasionally
547,,social,Often
548,,social,Often
549,,social,Occasionally
550,,social,Occasionally
551,,social,Occasionally
552,,social,Often
553,,social,Rarely
554,,social,Occasionally
555,,social,Often
556,,social,Often
557,,social,Occasionally
558,,social,Occasionally
559,,social,Occasionally
560,,social,Rarely
561,,social,Often
562,,social,Often
563,,social,Rarely
564,,social,Often
565,,social,Often
566,,social,Occasionally
567,,social,Occasionally
568,,social,Often
569,,social,Occasionally
570,,social,Occasionally
571,,social,Occasionally
572,,social,Often
573,,social,Often
574,,social,Never
575,,social,Often
576,,social,Often
577,,social,Often
578,,social,Occasionally
579,,social,Often
580,,social,Rarely
581,,social,Rarely
582,,social,Often
583,,social,Occasionally
584,,social,Occasionally
585,,social,Occasionally
586,,social,Occasionally
587,,social,Occasionally
588,,social,Never
589,,social,Never
590,,social,Often
591,,social,Occasionally
592,,social,Occasionally
593,,social,Occasionally
594,,social,Often
595,,social,Occasionally
596,,social,Often
597,,social,Often
598,,social,Occasionally
599,,social,Occasionally
600,,social,Often
601,,social,Rarely
602,,social,Often
603,,social,Occasionally
604,,social,Often
605,,social,Often
606,,social,Rarely
607,,social,Rarely
608,,social,Occasionally
609,,social,Rarely
610,,social,Often
611,,social,Rarely
612,,social,Occasionally
613,,social,Rarely
614,,social,Occasionally
615,,social,Rarely
616,,social,Rarely
617,,social,Rarely
618,,social,Occasionally
619,,social,Rarely
620,,social,Often
621,,social,Occasionally
622,,social,Rarely
623,,social,Often
624,,social,Occasionally
625,,social,Rarely
626,,social,Occasionally
627,,social,Often
628,,social,Never
629,,social,Never
630,,social,Occasionally
631,,social,Rarely
632,,social,Rarely
633,,social,Occasionally
634,,social,Occasionally
635,,social,Often
636,,social,Occasionally
637,,social,Occasionally
638,,social,Occasionally
639,,social,Occasionally
640,,social,Often
641,,social,Occasionally
642,,social,Never
643,,social,Occasionally
644,,social,Occasionally
645,,social,Occasionally
646,,social,Rarely
647,,social,Occasionally
648,,social,Occasionally
649,,social,Occasionally
650,,social,Often
1,,social,"Energy issues / energy efficiency,Wars and conflicts in the world,Gender equality & feminism,Polarisation of opinions in society,Democracy"
2,,social,"Climate change,Air & water pollution,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Sustainable finance,Sustainable agriculture & food production,Wars and conflicts in the world,Labour conditions for suppliers / in the value chain abroad,Ethical issues (e.g. corruption),Diversity, anti-racism & inclusive societies,Gender equality & feminism,Human rights, poverty and hunger in the world,Polarisation of opinions in society,The country's economy,Democracy,Safe societies"
3,,social,"Biodiversity - animals, plants & ecosystems,Circular economy - recycling & reuse of materials,The country's economy,Democracy,Safe societies"
4,,social,"Climate change,Biodiversity - animals, plants & ecosystems,Air & water pollution,Wars and conflicts in the world,Democracy"
5,,social,"Climate change,Biodiversity - animals, plants & ecosystems,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Wars and conflicts in the world,Charitable giving,Diversity, anti-racism & inclusive societies,Gender equality & feminism,Human rights, poverty and hunger in the world,Public health & well-being - people's physical and mental health / ill-health,Democracy"
6,,social,"Labour conditions and opportunities in Sweden,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Sustainable agriculture & food production,Wars and conflicts in the world,Labour conditions for suppliers / in the value chain abroad"
7,,social,"Climate change,Sustainable transport,Energy issues / energy efficiency,Sustainable finance,Labour conditions for suppliers / in the value chain abroad"
8,,social,"The country's economy,Democracy"
9,,social,"Climate change,Biodiversity - animals, plants & ecosystems,Labour conditions and opportunities in Sweden,Energy issues / energy efficiency,Sustainable agriculture & food production,Wars and conflicts in the world,Animal health & welfare,Ethical issues (e.g. corruption),Diversity, anti-racism & inclusive societies,Gender equality & feminism,Human rights, poverty and hunger in the world,Polarisation of opinions in society,Democracy"
10,,social,"Energy issues / energy efficiency,Sustainable agriculture & food production,Wars and conflicts in the world,Democracy,Safe societies"
11,,social,"Labour conditions and opportunities in Sweden,Sustainable agriculture & food production,Wars and conflicts in the world,Animal health & welfare,Gender equality & feminism,The country's economy"
12,,social,"Climate change,Circular economy - recycling & reuse of materials,Energy issues / energy efficiency,Wars and conflicts in the world,Animal health & welfare,Ethical issues (e.g. corruption),Diversity, anti-racism & inclusive societies,Gender equality & feminism,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy,Safe societies"
13,,social,"Climate change,Labour conditions and opportunities in Sweden,Circular economy - recycling & reuse of materials,Energy issues / energy efficiency,Ethical issues (e.g. corruption),Public health & well-being - people's physical and mental health / ill-health,Democracy"
14,,social,"Climate change,Sustainable transport,Energy issues / energy efficiency,Wars and conflicts in the world,Diversity, anti-racism & inclusive societies,Gender equality & feminism,Human rights, poverty and hunger in the world,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy,Safe societies"
15,,social,"Labour conditions and opportunities in Sweden,Sustainable transport,Energy issues / energy efficiency,The country's economy,Democracy"
16,,social,"Climate change,Biodiversity - animals, plants & ecosystems,Air & water pollution,Sustainable transport,Energy issues / energy efficiency,Sustainable agriculture & food production"
17,,social,"Climate change,Labour conditions and opportunities in Sweden,Wars and conflicts in the world,Ethical issues (e.g. corruption),Gender equality & feminism,Polarisation of opinions in society,The country's economy,Democracy"
18,,social,"Energy issues / energy efficiency,Wars and conflicts in the world"
19,,social,"Climate change,Biodiversity - animals, plants & ecosystems,Labour conditions and opportunities in Sweden,Circular economy - recycling & reuse of materials,Energy issues / energy efficiency,Labour conditions for suppliers / in the value chain abroad,Ethical issues (e.g. corruption),Diversity, anti-racism & inclusive societies,Polarisation of opinions in society"
20,,social,"Climate change,Biodiversity - animals, plants & ecosystems,Air & water pollution,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Sustainable finance,Wars and conflicts in the world,Ethical issues (e.g. corruption),Diversity, anti-racism & inclusive societies,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy"
21,,social,"Climate change,Energy issues / energy efficiency,Sustainable agriculture & food production,Wars and conflicts in the world,Diversity, anti-racism & inclusive societies,Democracy"
22,,social,"Climate change,Biodiversity - animals, plants & ecosystems,Air & water pollution,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Sustainable agriculture & food production,Wars and conflicts in the world,Charitable giving,Diversity, anti-racism & inclusive societies,Gender equality & feminism,Human rights, poverty and hunger in the world,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy,Safe societies"
23,,social,"Climate change,Biodiversity - animals, plants & ecosystems,Circular economy - recycling & reuse of materials,Energy issues / energy efficiency,Sustainable finance,Animal health & welfare,The country's economy,Democracy,Safe societies"
24,,social,"Climate change,Air & water pollution,Labour conditions and opportunities in Sweden,Circular economy - recycling & reuse of materials,Sustainable transport,Energy issues / energy efficiency,Sustainable finance,Animal health & welfare,Labour conditions for suppliers / in the value chain abroad,Gender equality & feminism,Human rights, poverty and hunger in the world,Polarisation of opinions in society,The country's economy,Democracy"
25,,social,"Climate change,Biodiversity - animals, plants & ecosystems,Labour conditions and opportunities in Sweden,Energy issues / energy efficiency,Wars and conflicts in the world,Animal health & welfare,Ethical issues (e.g. corruption),Diversity, anti-racism & inclusive societies,Human rights, poverty and hunger in the world,Polarisation of opinions in society,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy"
26,,social,Animal health & welfare
27,,social,"Climate change,Labour conditions and opportunities in Sweden,Sustainable finance,Wars and conflicts in the world,Diversity, anti-racism & inclusive societies,Gender equality & feminism,Human rights, poverty and hunger in the world,Polarisation of opinions in society,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy,Safe societies"
28,,social,"Climate change,Wars and conflicts in the world,Diversity, anti-racism & inclusive societies,Public health & well-being - people's physical and mental health / ill-health,The country's economy,Democracy,Safe societies"
29,,social,Wars and conflicts in the world
